Name,UUID,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],CH4 [kg],N20 [kg]
Electricity - HYDRO - PacifiCorp West,02512e6a-cab5-3b1d-bc4e-369764e50d18,1,MJ,0.000422484,4.60E-24,1.20E-25,0,3.49E-09,0.000415694,2.42E-07,2.71E-24
Electricity - GAS - South Carolina Electric & Gas Company,e9ebb1b4-3deb-36eb-960c-c6fb06b5b81a,1,MJ,0.150192784,0.000243422,1.85E-05,1.81E-10,0.007510206,0.141867507,0.000291174,5.86E-07
Electricity - GAS - New York Independent System Operator,162fa061-a259-3ce7-970a-0498ca7188ab,1,MJ,0.171425792,0.000283682,2.21E-05,1.77E-10,0.009469841,0.161982691,0.000330456,6.39E-07
Electricity - GAS - Nevada Power Company,8dce445a-e187-3cb1-859a-6097b0edd69f,1,MJ,0.151692087,0.000257651,1.72E-05,1.05E-10,0.008626877,0.136641158,0.000532236,5.12E-07
Electricity - COAL - PowerSouth Energy Cooperative,04703480-cc7b-3439-89b2-808393491299,1,MJ,0.360462326,0.000799577,3.89E-05,7.21E-09,0.017762229,0.348312821,0.000380692,5.30E-06
Electricity - GEOTHERMAL - PacifiCorp East,d3dc06db-ec69-3b5c-8b76-a50869d1eb64,1,MJ,0.020365073,2.93E-06,1.62E-07,2.63E-15,8.15E-05,0.020339233,7.92E-07,5.78E-09
Electricity - GEOTHERMAL - Public Service Company of New Mexico,45fb226d-4cdf-3a2c-abb0-65ee74602c6e,1,MJ,0.020364835,2.93E-06,1.62E-07,2.63E-15,8.15E-05,0.020338994,7.92E-07,5.78E-09
Electricity - GAS - Idaho Power Company,2826ce9e-cff6-395b-9da8-0562bfbc6306,1,MJ,0.15262098,0.000206553,1.61E-05,2.79E-10,0.007099611,0.137456189,0.000535353,5.34E-07
Electricity - GAS - PacifiCorp East,a8f62416-04c9-3b96-99b7-361127821ed8,1,MJ,0.157282686,0.000259798,1.82E-05,1.75E-10,0.008567546,0.141557934,0.000555712,5.43E-07
Electricity - HYDRO - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,0f0dea5c-1d32-3d42-9048-b4ff2167264c,1,MJ,0.002635086,2.39E-24,6.23E-26,0,4.11E-08,0.00255515,2.85E-06,1.41E-24
Electricity - GAS - PacifiCorp West,f0907165-3c7b-32ed-beda-f4482b6b7d16,1,MJ,0.149645958,0.000210282,1.45E-05,1.22E-10,0.006863185,0.136907276,0.000449613,5.09E-07
Electricity - GEOTHERMAL - PacifiCorp West,598942cf-ee5c-3943-bd7e-462705fcb53b,1,MJ,0.026512201,2.35E-05,1.63E-07,2.63E-15,8.29E-05,0.023788292,9.72E-05,5.78E-09
Electricity - GEOTHERMAL - Idaho Power Company,6ebd8f54-323b-3491-a5c5-b2bd013b726b,1,MJ,0.026512158,2.35E-05,1.63E-07,2.63E-15,8.29E-05,0.023788249,9.72E-05,5.78E-09
Electricity - GAS - Los Angeles Department of Water and Power,8cc71168-aa82-3661-976b-4f5e949163cc,1,MJ,0.161464752,0.000250291,1.72E-05,1.42E-10,0.008568451,0.145551282,0.000562545,5.48E-07
Electricity - COAL - Western Area Power Administration - Rocky Mountain Region,ab453b74-254e-3f45-a1a9-df09fbe11d80,1,MJ,0.299347602,0.000385892,1.68E-05,5.07E-09,0.007403075,0.294113192,0.000140796,4.72E-06
Electricity - BIOMASS - Tennessee Valley Authority,ecfc0ceb-20c9-3f31-bd9f-cd3c4e40838d,1,MJ,0.192393948,0.002552597,0.00015679,2.66E-08,0.088453115,0.192137513,3.53E-06,3.48E-07
Electricity - GAS - Southwestern Power Administration,52d223b5-d152-3b7e-9304-4b66cbead2f9,1,MJ,0.44414369,0.003203475,0.000826865,5.28E-08,0.102870339,0.38938452,0.001661954,7.24E-06
Electricity - GEOTHERMAL - Imperial Irrigation District,8f475281-26df-3223-bbdb-d28ecc360324,1,MJ,0.03383783,3.40E-05,4.55E-07,2.63E-15,8.71E-05,0.0253618,0.000302585,5.78E-09
"Electricity - GAS - Electric Reliability Council of Texas, Inc.",f9e7c1ea-30fc-345f-92c6-0cb455829f73,1,MJ,0.18589796,0.000535358,3.54E-05,1.72E-10,0.018026024,0.168565704,0.000612611,5.99E-07
Electricity - GAS - Turlock Irrigation District,261774ca-1208-3935-8b71-4d9664d17448,1,MJ,0.166491493,0.000220755,1.63E-05,2.26E-10,0.007199033,0.150524523,0.000564028,5.55E-07
Electricity - GAS - Bonneville Power Administration,1e5c0048-8d26-378c-9d51-338bdd7e62d5,1,MJ,0.140178122,0.000257462,1.74E-05,1.27E-09,0.008884025,0.129445584,0.000378124,4.94E-07
"Electricity - GAS - Arlington Valley, LLC - AVBA",32e55f0f-9338-33f2-9506-2802a235e7fc,1,MJ,0.16082191,0.000242747,1.69E-05,1.51E-10,0.008556271,0.13555732,0.000896949,4.98E-07
"Electricity - GAS - Southern Company Services, Inc. - Trans",b316387a-6e0f-33e7-9e94-60ad84529a94,1,MJ,0.146905979,0.000260945,1.98E-05,2.85E-10,0.008617404,0.138047038,0.000310715,5.31E-07
Electricity - GAS - Seminole Electric Cooperative,74c60cb1-ff13-3db2-a4dd-6434638e6cbe,1,MJ,0.145512054,0.000220136,1.68E-05,7.28E-11,0.007389242,0.1375043,0.000280725,5.24E-07
Electricity - BIOMASS - Seattle City Light,f3ca598b-34f3-385d-b390-1e38c7baf823,1,MJ,0.171516022,0.004174417,0.000263566,0,0.147995068,0.171345769,3.14E-06,3.10E-07
Electricity - COAL - ISO-NE,90ef287a-6112-36b8-aada-b0aa4959a888,1,MJ,0.306524023,0.000537351,3.37E-05,7.54E-09,0.009914378,0.297597352,0.000263716,5.07E-06
"Electricity - GAS - New Harquahala Generating Company, LLC - HGBA",334a9001-308e-3a10-baff-5e346f0ae5d2,1,MJ,0.151557018,0.000232556,1.63E-05,1.57E-10,0.008187585,0.127525387,0.000853106,4.75E-07
Electricity - GAS - Florida Power & Light Co.,96a73f9a-c65e-3207-802f-4074a516ff5c,1,MJ,0.142431123,0.000242898,1.80E-05,1.09E-10,0.007997733,0.133598342,0.000310084,5.18E-07
Electricity - GAS - Southwest Power Pool,9e37a6ea-0bd7-3195-bcd8-7b91166c27f1,1,MJ,0.171380506,0.000313228,2.32E-05,3.64E-10,0.010410547,0.155027244,0.000576908,6.08E-07
Electricity - COAL - JEA,00bd3f22-b4d9-32df-9bc6-a3adb59a2556,1,MJ,0.298679405,0.000677686,3.45E-05,4.52E-10,0.015944175,0.295692934,5.84E-05,4.87E-06
Electricity - COAL - Southwestern Power Administration,fed844f9-a10e-340c-b719-4c4a5053545e,1,MJ,0.298745862,0.001174772,2.39E-05,7.74E-09,0.009420372,0.293392344,0.000142778,4.97E-06
Electricity - GAS - California Independent System Operator,3bcee2b1-ec1f-3bc2-9ced-b16216973e77,1,MJ,0.173037341,0.000330307,2.40E-05,2.88E-10,0.011186188,0.154499871,0.000655162,5.98E-07
Electricity - COAL - South Carolina Electric & Gas Company,9c3b355c-d1ae-3bba-a853-43872cf49fce,1,MJ,0.25346516,0.000273222,1.42E-05,5.09E-09,0.00539282,0.246129951,0.000218118,4.44E-06
"Electricity - GAS - Griffith Energy, LLC",b16eb7cc-ae28-3177-b92a-475607545bf1,1,MJ,0.160293761,0.000243409,1.66E-05,1.25E-10,0.008581506,0.13502671,0.000897173,4.95E-07
Electricity - GAS - JEA,e5459e62-5c4e-3f21-b90d-9eecbdceb1dc,1,MJ,0.158317839,0.000247504,2.06E-05,2.34E-10,0.008425959,0.149591104,0.000305088,5.90E-07
Electricity - GAS - Duke Energy Carolinas,0d947d01-28c6-3a2b-abc8-8b9273f64f91,1,MJ,0.152477076,0.000221807,1.85E-05,2.78E-10,0.007446519,0.143969816,0.000297554,5.70E-07
Electricity - COAL - Public Service Company of Colorado,54843fdb-06c9-3c38-a99d-a06015ea459e,1,MJ,0.307206771,0.000348912,1.49E-05,6.94E-09,0.005945168,0.299863037,0.000215541,4.75E-06
"Electricity - GAS - Gila River Power, LLC",2abbfae4-b41c-3592-a718-334493f83ade,1,MJ,0.156321526,0.00044009,2.96E-05,1.67E-10,0.015388422,0.132050554,0.000861488,4.88E-07
Electricity - BIOMASS - Gainesville Regional Utilities,f5905d70-1ad9-3ae8-83f2-0ffc209b7fd8,1,MJ,0.471886619,0.000149994,8.97E-06,0,0.003926569,0.463338517,0.000141564,1.73E-05
Electricity - GAS - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,b7d55a9f-8aff-3e5a-b776-6fd5919c0720,1,MJ,0.129486959,0.000194408,1.64E-05,1.97E-10,0.006627564,0.122154963,0.000256373,4.91E-07
"Electricity - GAS - Electric Energy, Inc.",95326267-d283-3ed4-ae75-8a611ee00b82,1,MJ,1.070101661,0.002862603,0.002255281,1.75E-07,0.066554438,0.936617186,0.003804357,2.27E-05
Electricity - COAL - Bonneville Power Administration,a5a66d62-b2f6-32fb-9042-f4bf2a61bc9d,1,MJ,0.315914935,0.000716934,3.47E-05,8.61E-09,0.013706258,0.310935519,0.000127942,4.99E-06
Electricity - COAL - Duke Energy Progress East,39c24822-c857-3b67-8e8d-eb7581b809ef,1,MJ,0.307399565,0.000515542,1.84E-05,5.03E-09,0.006896909,0.274358618,0.001132536,4.74E-06
Electricity - GAS - Portland General Electric Company,b575aa8b-fc5f-35c7-bc66-4ad8e8523002,1,MJ,0.14889434,0.000339772,2.32E-05,1.78E-10,0.011823932,0.13404218,0.000524818,5.13E-07
Electricity - COAL - South Carolina Public Service Authority,c8d18ca2-56f5-3aaf-905a-a33b97be5e17,1,MJ,0.317333109,0.000361311,1.80E-05,5.57E-09,0.005555943,0.300482795,0.000555154,4.67E-06
"Electricity - COAL - Associated Electric Cooperative, Inc.",c9cf3a4e-73c5-3ef9-9451-6d6681c89906,1,MJ,0.268697311,0.001118354,4.01E-05,6.85E-09,0.01850901,0.264642614,0.000101227,4.45E-06
Electricity - COAL - Tennessee Valley Authority,704c6f47-70b2-3d02-9f5e-061ee78f5784,1,MJ,0.314831293,0.00079981,2.54E-05,6.78E-09,0.010537046,0.307570356,0.000210721,4.90E-06
Electricity - GAS - Duke Energy Progress East,9027df6c-b60e-388f-8ce6-5642e717a3d8,1,MJ,0.15390984,0.000290406,2.21E-05,1.41E-10,0.009698735,0.145440582,0.000296571,5.60E-07
Electricity - GAS - Florida Municipal Power Pool,dc2089db-6861-38bb-84af-7bb880c30d1c,1,MJ,0.140449105,0.000196788,1.62E-05,1.52E-10,0.006662408,0.132592379,0.000275018,5.21E-07
Electricity - GAS - Salt River Project Agricultural Improvement and Power District,e312dc43-b369-3c67-b9a8-6a82d23c7e08,1,MJ,0.165082494,0.000338629,2.32E-05,1.72E-10,0.011792577,0.139037111,0.000924581,5.15E-07
Electricity - COAL - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,3be2ba7d-a0d6-3f97-b2c5-3c51b478dd0f,1,MJ,0.284650861,0.000456013,1.94E-05,3.97E-09,0.007256566,0.274528171,0.00031325,4.92E-06
Electricity - HYDRO - Bonneville Power Administration,016a4ac8-bc3a-36c7-a548-f9fab68929e1,1,MJ,0.000790762,2.96E-09,1.67E-10,0,1.36E-07,0.000774324,5.87E-07,1.95E-25
Electricity - GAS - El Paso Electric Company,849b4c89-ee32-317d-8c1f-9dbc684c148f,1,MJ,0.205183845,0.000433592,2.98E-05,2.47E-10,0.014203677,0.191469987,0.000481388,7.75E-07
Electricity - GAS - Avista Corporation,f640f577-752d-3623-af61-a522eb77f90f,1,MJ,0.138429313,0.000215564,1.61E-05,2.34E-10,0.007445195,0.128827977,0.000337205,4.97E-07
"Electricity - GAS - Homestead, City of",bc8e05d5-11b7-3339-aaa1-02d12d058ac1,1,MJ,0.405704387,0.005177104,0.000383798,5.15E-09,0.179675295,0.365913776,0.001380025,2.01E-06
Electricity - COAL - PacifiCorp East,739e0290-cbea-3742-a1df-9cdf08a56bfa,1,MJ,0.290787534,0.000530926,2.15E-05,7.16E-09,0.010201725,0.283642925,0.000208168,4.80E-06
Electricity - GAS - ISO-NE,0e887ec1-240c-35c1-b259-9d2b974637d1,1,MJ,0.149988885,0.000237247,1.87E-05,1.63E-10,0.007783373,0.141639841,0.000292152,5.63E-07
Electricity - BIOMASS - Arizona Public Service Company,fea72fcd-f4ca-3d50-8be5-cefbc0269588,1,MJ,0.458569809,0.000701158,4.04E-05,0,0.022643566,0.449490324,0.000147415,1.87E-05
Electricity - GEOTHERMAL - Bonneville Power Administration,34ea2ce1-2efe-30b3-ba4c-0fa2905660a4,1,MJ,0.020365077,2.93E-06,1.62E-07,2.63E-15,8.15E-05,0.020339237,7.92E-07,5.78E-09
Electricity - COAL - Duke Energy Carolinas,f90e2061-b725-3ef1-9866-3f7ea339de97,1,MJ,0.266833715,0.000326129,1.63E-05,4.73E-09,0.006364643,0.257816522,0.000279493,4.25E-06
Electricity - GAS - Public Service Company of Colorado,966f14a4-1fb5-3ad5-9059-456da87e9726,1,MJ,0.16453409,0.000250968,2.12E-05,4.78E-10,0.008423791,0.15285283,0.000409346,6.05E-07
"Electricity - COAL - Electric Reliability Council of Texas, Inc.",c248fc58-7a2b-3fbc-bbc0-233c929ed1e3,1,MJ,0.304639383,0.000660632,1.89E-05,7.76E-09,0.007212349,0.299500276,0.000136411,4.80E-06
Electricity - GEOTHERMAL - California Independent System Operator,84b24091-18f9-34fe-9084-5403bb0be6ac,1,MJ,0.033073623,9.76E-05,5.85E-06,2.63E-15,8.56E-05,0.025094379,0.000284842,5.78E-09
Electricity - GAS - Imperial Irrigation District,ac6ca39d-4496-37af-bb11-0dec278ae76c,1,MJ,0.193623677,0.000309835,2.21E-05,2.39E-10,0.01070663,0.163135739,0.001082082,6.08E-07
Electricity - GAS - NorthWestern Corporation,9ffb3357-2438-336d-b35b-ea45d90793b8,1,MJ,0.225883706,0.000908633,6.39E-05,5.79E-10,0.031168197,0.209813963,0.000563402,8.50E-07
Electricity - COAL - Nevada Power Company,8b2a422b-6973-312f-901c-0d4d3473e4c8,1,MJ,0.317130204,0.000364087,2.22E-05,6.52E-09,0.007534758,0.312335212,0.000119097,5.13E-06
"Electricity - GAS - PJM Interconnection, LLC",ad082c47-e5fd-355e-b565-27214cb1ed4f,1,MJ,0.149160397,0.000236496,1.94E-05,2.52E-10,0.007833638,0.14059881,0.000299547,5.66E-07
"Electricity - COAL - PJM Interconnection, LLC",3d31912a-18a2-3f23-8afb-63a30848d943,1,MJ,0.306742862,0.000556386,1.66E-05,5.35E-09,0.006761314,0.2793552,0.000931227,4.75E-06
Electricity - COAL - Public Service Company of New Mexico,86cc8a19-8029-377c-abd5-0f1166ea29be,1,MJ,0.312875463,0.000371016,2.07E-05,7.35E-09,0.010008558,0.308220074,0.000117752,4.97E-06
Electricity - GAS - Western Area Power Administration - Desert Southwest Region,5b66ef0d-5ca9-3267-9bb8-79dc59ca39f8,1,MJ,0.220634534,0.000420969,5.67E-05,2.57E-09,0.012663737,0.18707149,0.001178898,9.31E-07
"Electricity - COAL - Duke Energy Florida, Inc.",618c512c-0ec4-3ec8-a41b-4b922d9bc8e5,1,MJ,0.321486183,0.000683787,2.29E-05,6.08E-09,0.0087972,0.310810379,0.000332659,4.90E-06
Electricity - COAL - Arizona Public Service Company,d2af4dc5-748a-30e7-b7b9-27ad7b957800,1,MJ,0.277016403,0.000602108,3.08E-05,5.12E-09,0.014932522,0.272330638,0.00012142,4.62E-06
Electricity - BIOMASS - California Independent System Operator,f97def89-78b9-3417-855e-ea05b21c73c4,1,MJ,0.354711371,0.0008976,5.34E-05,7.97E-09,0.027989336,0.348719597,0.000100883,1.19E-05
Electricity - GAS - Tennessee Valley Authority,97e568d0-be48-3532-ae93-308b8aa2f16b,1,MJ,0.149456751,0.000219788,1.63E-05,1.31E-10,0.007345909,0.13771241,0.000413909,5.26E-07
"Electricity - GAS - Duke Energy Florida, Inc.",86eacf42-34c3-39ce-97c1-b93ee017df2d,1,MJ,0.159553397,0.000272731,2.12E-05,1.56E-10,0.008991349,0.150652882,0.000311592,5.94E-07
"Electricity - BIOMASS - PJM Interconnection, LLC",ee3ff65f-795b-3572-aa13-e8fd1baa59e1,1,MJ,0.298156297,0.001437093,8.14E-05,1.24E-08,0.04433975,0.294970361,5.35E-05,6.27E-06
Electricity - GAS - Gainesville Regional Utilities,75343792-1bef-3387-b9e0-32566258eb2b,1,MJ,0.16582035,0.000253141,1.92E-05,7.67E-11,0.008679638,0.156622483,0.000322482,6.01E-07
"Electricity - COAL - Southern Company Services, Inc. - Trans",d32102d3-0f61-3cb7-b0d0-185a56d84ac9,1,MJ,0.315543172,0.000442387,2.39E-05,5.01E-09,0.008982475,0.305767157,0.000302933,4.68E-06
"Electricity - GAS - Puget Sound Energy, Inc.",6eb13f91-7fc1-3d1d-9e0d-09bb46360505,1,MJ,0.189007577,0.000335296,2.65E-05,4.92E-10,0.0112233,0.175962937,0.000457213,6.94E-07
Electricity - GAS - Tampa Electric Company,4fc87a76-64a4-316e-9143-32eab172abfa,1,MJ,0.140127004,0.000221278,1.78E-05,1.53E-10,0.007369252,0.131958178,0.000285969,5.41E-07
Electricity - COAL - Seminole Electric Cooperative,dc935dd4-f301-3541-9c26-36bcd3f39f52,1,MJ,0.280157372,0.000422363,1.47E-05,5.28E-09,0.005284057,0.270332238,0.00030648,4.52E-06
Electricity - GAS - PowerSouth Energy Cooperative,4d0b1e41-3ea2-3108-8966-561e159fad56,1,MJ,0.151415286,0.000247038,1.90E-05,1.29E-10,0.008464486,0.141970259,0.000331569,5.50E-07
Electricity - COAL - New York Independent System Operator,53bfd3e3-e63c-304f-97e9-25d8c13d805d,1,MJ,0.320277285,0.000771412,2.13E-05,5.91E-09,0.00651562,0.288404372,0.001085076,5.05E-06
Electricity - COAL - NorthWestern Corporation,f83ef894-acbc-372f-9ecc-d3a2d9b453dd,1,MJ,0.3086142,0.000412134,1.66E-05,7.77E-09,0.007615164,0.303308364,0.00014091,4.94E-06
Electricity - GEOTHERMAL - Nevada Power Company,694e11f6-84d9-3372-9342-b30eea223117,1,MJ,0.021013702,9.61E-06,1.62E-07,2.63E-15,0.000869211,0.020874186,4.85E-06,5.78E-09
Electricity - COAL - Southwest Power Pool,f9d8b8bd-0af9-3d84-b1a4-3a379d7426b4,1,MJ,0.300505392,0.00071459,2.33E-05,8.27E-09,0.009301456,0.295330542,0.000137821,4.78E-06
Electricity - GAS - Public Service Company of New Mexico,3075d0ce-10fe-363a-acc5-7184e14f1f44,1,MJ,0.166040764,0.000286031,2.13E-05,3.05E-10,0.008919459,0.152402613,0.000480235,5.85E-07
Electricity - COAL - Salt River Project Agricultural Improvement and Power District,52a49886-a15e-3b68-879e-71605adf0a28,1,MJ,0.308567578,0.000332375,1.87E-05,6.72E-09,0.008292256,0.304315927,0.000105727,4.71E-06
Electricity - COAL - Tucson Electric Power,040f3efe-d388-394c-b09d-f48deb19893c,1,MJ,0.292047592,0.000477264,2.03E-05,7.31E-09,0.007799619,0.286780535,0.000137108,4.70E-06
Electricity - GAS - Western Area Power Administration - Rocky Mountain Region,727cb6c7-20a7-3967-82a6-b38907a7daa5,1,MJ,0.163716954,0.000278916,1.93E-05,1.71E-10,0.008656585,0.145866441,0.000631694,5.38E-07
"Electricity - GAS - Associated Electric Cooperative, Inc.",52da6a79-6ec4-35d5-99ac-4f4de025ad49,1,MJ,0.153340236,0.000222824,1.72E-05,2.87E-10,0.007474759,0.135762632,0.000621611,5.21E-07
Electricity - BIOMASS - Tampa Electric Company,dd49e869-b112-369a-8a31-59a67cc90a3b,1,MJ,0.16823968,0.003780398,0.000238647,0,0.133594854,0.168072679,3.08E-06,3.04E-07
Electricity; at grid; consumption mix - PUD No. 1 of Douglas County - BA,75f0af0b-abe3-36f4-ae05-2fdf13c7167b,1,MJ,0.000193103,1.09E-25,2.85E-27,0,1.17E-09,0.000190825,8.13E-08,6.43E-26
"Electricity - BIOMASS - Electric Reliability Council of Texas, Inc.",951a6c08-e85a-3307-8012-b44ed7ae5fcf,1,MJ,0.2275599,0.002100511,0.000129059,1.74E-09,0.072495681,0.225796713,2.82E-05,3.61E-06
Electricity - BIOMASS - Southwest Power Pool,c309a3f7-a844-3b68-83e3-f08617d4d92c,1,MJ,0.212360469,0.002463821,0.000151629,3.53E-08,0.085303609,0.211233486,1.83E-05,1.99E-06
Electricity - BIOMASS - Florida Power & Light Co.,04a3ff7d-361e-3d23-9592-4c777eec5799,1,MJ,0.244045783,0.002188496,0.000133492,0,0.07522055,0.243803534,4.47E-06,4.42E-07
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,825ea07f-8c79-31f3-9d0d-eae1a8410685,1,MJ,0.120900761,0.000197737,1.32E-05,1.78E-09,0.005169525,0.113074163,0.000263605,1.45E-06
Electricity - BIOMASS - Portland General Electric Company,b5340914-2feb-3495-8915-8b9a362cc3dc,1,MJ,0.169760001,0.004131703,0.00026087,0,0.146035098,0.169591491,3.11E-06,3.07E-07
Electricity; at grid; generation mix - Florida Power & Light Co.,89da5bb7-fc6d-38fc-b122-3e6110193449,1,MJ,0.116760405,0.000233977,1.68E-05,1.18E-10,0.007229947,0.109272267,0.000258398,8.31E-07
"Electricity - BIOMASS - Associated Electric Cooperative, Inc.",01c2797c-fa4d-3920-96e5-130064f3c3bd,1,MJ,0.232194387,0.003036007,0.000186892,0,0.104622458,0.231963902,4.26E-06,4.20E-07
Electricity - BIOMASS - Duke Energy Progress East,94ea5ab1-3e4e-3103-a070-52bbc30d6187,1,MJ,0.170792589,0.002300904,0.000140229,6.90E-08,0.079538385,0.170162364,1.31E-05,3.42E-07
Electricity; at user; consumption mix - Western Area Power Administration - Upper Great Plains West - BA,72c31c1e-ae3f-32a3-89a9-8066379d5b3b,1,MJ,0.050077667,8.58E-05,3.98E-06,1.04E-09,0.001361303,0.049051804,2.99E-05,6.80E-07
Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA,7faaf99b-7a36-3c72-a485-dde4df9fd525,1,MJ,0.244345923,0.000342017,2.07E-05,4.77E-09,0.009563314,0.237642114,0.000205915,3.39E-06
Electricity; at grid; consumption mix - Avista Corporation - BA,763f16bd-1c1e-336a-acc0-626123547161,1,MJ,0.061944474,8.92E-05,6.20E-06,2.55E-09,0.00246929,0.059514079,7.37E-05,1.33E-06
Electricity - BIOMASS - PacifiCorp West,8f1a0ac3-b5a9-3717-8991-c04ee748d65b,1,MJ,0.496811552,0.000908017,5.31E-05,1.30E-08,0.030707039,0.487151019,0.000153463,2.01E-05
Electricity; at user; consumption mix - PacifiCorp East - BA,5b2599cc-deb4-3602-a484-1af00f05d770,1,MJ,0.238658791,0.000451664,2.05E-05,5.12E-09,0.009270191,0.231205504,0.000231019,3.57E-06
"Electricity; at grid; generation mix - PJM Interconnection, LLC",932c7fbc-54d2-3fee-8fe4-f133ed34d236,1,MJ,0.149295315,0.000306637,1.49E-05,1.95E-09,0.005176401,0.137761089,0.000391243,1.96E-06
Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,8bb4009f-c0f8-323f-b3e8-78dd059967a8,1,MJ,0.270727323,0.000399415,1.95E-05,3.37E-09,0.007146397,0.260965599,0.000306521,4.25E-06
Electricity; at user; consumption mix - Southwest - FERC,820dce70-1ea5-3b8a-b551-e8660e280f9f,1,MJ,0.165739414,0.000283313,1.74E-05,2.55E-09,0.007695488,0.156711599,0.000301674,1.99E-06
Electricity; at grid; generation mix - South Carolina Electric & Gas Company,7f04a537-c3e1-3227-bfe2-4e3c63c378fb,1,MJ,0.143811163,0.0002315,1.34E-05,1.65E-09,0.004826639,0.138005542,0.000186288,2.03E-06
Electricity; at user; consumption mix - Tampa Electric Company - BA,5c230c62-5c0e-36d5-bc0a-1e4d28ef30ab,1,MJ,0.218370354,0.000437045,2.25E-05,2.03E-09,0.009414485,0.207731783,0.000354195,2.59E-06
Electricity; at user; consumption mix - Gainesville Regional Utilities - BA,688bedec-5571-3280-828d-4245f2b06f47,1,MJ,0.224304614,0.000356894,2.38E-05,2.03E-09,0.010341902,0.215647246,0.000286939,2.18E-06
Electricity; at grid; consumption mix - US - US,5c13cc4e-b1eb-3fca-a291-b2891bd253a0,1,MJ,0.153858948,0.000332638,1.76E-05,2.29E-09,0.007063813,0.145601381,0.000275769,1.84E-06
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,73d35f2d-1256-3d90-b387-e6cd92f1b9b0,1,MJ,0.152244713,0.000245436,1.54E-05,2.09E-09,0.006951726,0.143628894,0.000290836,1.67E-06
"Electricity - BIOMASS - Duke Energy Florida, Inc.",d3acbece-20e4-329f-a360-cab4cb2162c9,1,MJ,0.444283784,0.00061432,3.38E-05,2.78E-08,0.017927938,0.435876546,0.000133982,1.74E-05
Electricity; at user; consumption mix - ISO-NE - BA,981865c2-4fe9-3474-87be-cb0c8e402770,1,MJ,0.109749125,0.000186117,1.56E-05,1.87E-09,0.005129382,0.10450979,0.0001698,1.63E-06
Electricity - BIOMASS - Imperial Irrigation District,7dd0b43b-c287-3594-888f-560a62a901b7,1,MJ,0.424694318,0.000196102,9.24E-06,2.01E-35,0.005177793,0.415438342,0.000155342,1.85E-05
Electricity - BIOMASS - South Carolina Public Service Authority,09d4d655-6ab3-3246-97ff-4cb57690db40,1,MJ,0.397455003,0.000631325,3.50E-05,6.60E-08,0.020641634,0.389780949,0.000119773,1.57E-05
Electricity - ALL - Ontario IESO,7eefdabc-2b19-3e20-b9cd-82a77c8ca5a0,1,MJ,0.028420306,9.71E-05,8.70E-06,7.38E-11,0.002097118,0.02552991,9.83E-05,2.40E-07
Electricity - BIOMASS - Idaho Power Company,aa38435c-f75f-379f-9fc3-9912ba28ebca,1,MJ,0.259682625,0.003252269,0.000203593,0,0.114302435,0.256972082,4.35E-05,5.63E-06
Electricity; at user; consumption mix - Seattle City Light - BA,6868698b-57f5-3ae2-bbb1-f3b160ef9945,1,MJ,0.009308423,2.72E-05,2.08E-06,1.74E-10,0.000758579,0.008892919,1.38E-05,9.24E-08
Electricity; at grid; consumption mix - Southwest Power Pool - BA,9ce1f4d7-caf4-3f29-9208-b54a3803b295,1,MJ,0.186331032,0.000432265,1.98E-05,3.99E-09,0.007155132,0.179709556,0.000211967,2.43E-06
Electricity - BIOMASS - Public Service Company of Colorado,7b501226-d1c0-3eda-b7d1-fc28d5d95cb5,1,MJ,0.333013026,0.000795411,4.78E-05,0,0.026755666,0.327908033,8.15E-05,1.06E-05
Electricity; at grid; generation mix - South Carolina Public Service Authority,90e29df9-6c97-3236-b0ce-f1d83b397239,1,MJ,0.270044728,0.000326159,1.80E-05,5.27E-09,0.006375564,0.255817577,0.000471231,3.70E-06
"Electricity - BIOMASS - Southern Company Services, Inc. - Trans",6cb2b48a-a2b5-367c-b568-a237b2a96e2c,1,MJ,0.322011108,0.0008664,5.06E-05,6.66E-08,0.028810174,0.31614004,9.10E-05,1.19E-05
Electricity - ALL - New Brunswick System Operator,ff3784f5-1902-3aa8-ab43-2150987c9d2b,1,MJ,0.135074438,0.000294478,1.56E-05,1.88E-09,0.005857014,0.127695604,0.000245982,1.64E-06
"Electricity - BIOMASS - Midcontinent Independent System Operator, Inc.",3df196bb-c5ed-3702-8a73-11ffd9c59750,1,MJ,0.243445598,0.001971546,0.00012068,9.20E-12,0.067788896,0.241630756,2.95E-05,3.72E-06
Electricity; at grid; consumption mix - ISO-NE - FERC,668f4318-8e2e-35f1-82ab-4647e7bd42a8,1,MJ,0.105334842,0.000178631,1.50E-05,1.80E-09,0.00492307,0.100306241,0.00016297,1.57E-06
