Name,UUID,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],N2O [kg],CH4 [kg]
"Switchgrass, at conversion plant, 2022",4c6f7612-c4b8-36d1-803a-8fb067b1b319,1000.0,kg,479.42726414732084,2.5110690808681837,0.1616883290599456,8.391700474624689e-07,4.0499334402046125,431.4639250110401,0.16821977845021843,0.12027718179872439
"Transport, transit bus, diesel powered",ab489078-bfc7-3ff7-9af9-aaca6b225cfd,1.0,p*km,0.11513414030738528,0.001255496060738377,0.00012981215087285586,2.703517822774973e-10,0.04398801312088597,0.11462838732860066,4.1129492418246926e-07,1.4106738208974445e-05
"Transport, school bus, diesel powered, East North Central",eaf32f1e-3780-3ccc-b6b0-1e0898524284,1.0,p*km,0.014233739114383076,0.00014124799247472737,1.5093646244199622e-05,3.30461633665195e-11,0.0049565224934364155,0.014152862833594248,7.652264611496891e-08,2.1564744440942045e-06
"Transport, pipeline, unspecified petroleum products",0855376f-1ec5-3f3e-bead-959c932539b7,1.0,t*km,0.008619500299858735,1.8635087467712378e-05,9.87046894794745e-07,1.2844475369913488e-10,0.0003957296139256865,0.008156894124862242,1.0311478665119058e-07,1.5449145146868964e-05
"Transport, combination truck, long-haul, diesel powered, East North Central",eb180616-8607-3906-9bf7-2d97b4cca501,1.0,t*km,0.09937377930879371,0.0008294973650522134,9.550740109889374e-05,2.30926220912296e-10,0.02900851253701736,0.0989003156371462,2.5477404707357314e-07,1.444413155692591e-05
"Transport, refuse truck, diesel powered, West region",39ed6465-2011-3119-8d81-df93767acb0d,1.0,t*km,0.13491696219451468,0.0011556761747044044,0.0001316278186155935,3.137349008368116e-10,0.04047312382106928,0.1343586713287184,4.194041970078922e-07,1.5896192285619784e-05
"Mixed recyclables, sorted, at material recycling facility (MRF)",b5c35450-2b29-3f72-b6bf-1836a9d55100,1.0,kg,0.13867826921359439,0.0005000371046479522,8.269716219999046e-05,4.0695999312832875e-10,0.017041056676642297,0.13674199679774368,3.897932577243644e-06,3.209959345060992e-05
"Transport, school bus, diesel powered, Central",245a3bf4-deee-3f04-9a1c-2e3f64a1da1d,1.0,p*km,0.014540105084953,0.00013929238292660975,1.510299715554649e-05,3.3760283432002646e-11,0.004886916495518995,0.01446045372010978,7.78149199474259e-08,2.1003299111744954e-06
"Transport, refuse truck, diesel powered, Southwest",57daae53-7301-327d-9a32-b3b3ce19e04f,1.0,t*km,0.13108793159074394,0.0011634473850440058,0.00013040972856189514,3.0485001882675837e-10,0.04070782964741386,0.13055099975084733,3.9192457198468617e-07,1.5395523792984817e-05
"Transport, light commercial truck, gasoline powered, West",d4732ba6-12cf-359d-9993-fadd77745716,1.0,t*km,0.7151123408701159,0.002741325235117521,0.00046913219858877794,1.591479484725673e-09,0.09755907168769787,0.7001393661689727,4.307184452137695e-05,0.00012673125576655682
"Transport, combination truck, short-haul, diesel powered, West North Central",db7c00e1-bed3-3233-a801-00b700aadeda,1.0,t*km,0.11407994486276664,0.0008827742194538889,0.00010529912746739498,2.6538795501092767e-10,0.030839890216400163,0.11363364315993578,2.885911703416156e-07,1.3145943148477007e-05
"Transport, intercity bus, diesel powered, Northwest",06dc4c32-4219-33f8-9d37-9238da24709f,1.0,p*km,0.05097484122900609,0.0005352735942485925,5.595122693444344e-05,1.1853426468091255e-10,0.01873743449733766,0.05076779741772466,1.475105830325962e-07,5.9706054983515656e-06
"Deposit containers, at collection, California Refund Value, CRV",fadc1941-94ca-3a5d-aea9-429cd0d76a08,1.0,kg,0.12265277341968556,0.000501077392774004,7.604093401538737e-05,3.4468702793883066e-10,0.01709037152922698,0.12127213300215038,2.5488291068232978e-06,2.5052786927298433e-05
"Transport, transit bus, diesel powered, Hawaii",b3746830-f559-3e05-8df4-7eb7a7c262d1,1.0,p*km,0.11654481819423038,0.0011534231316948783,0.0001234615515577567,2.7096305999701175e-10,0.040414283838211745,0.11604465430858676,4.2583735900458076e-07,1.3769350957942629e-05
"Transport, transit bus, diesel powered, Northeast",7821cc71-02fd-37ae-a50d-cdd9073429bb,1.0,p*km,0.11598340703719688,0.00129248442320196,0.00013200903666941118,2.696154051994693e-10,0.04528649507898986,0.11547085160562537,4.1902469719125786e-07,1.4276698464772304e-05
"Transport, combination truck, average fuel mix",dce702f1-03a1-3fe9-bb48-94a5217fd8cb,1.0,t*km,0.09915233279305609,0.00041773142778054126,6.47987096631557e-05,1.990491765482528e-10,0.014430855408566513,0.09831542347164199,2.1185164607655324e-06,9.798530969571679e-06
"Transport, transit bus, diesel powered, South",dd07a541-0512-3a69-a831-bd6d341308fe,1.0,p*km,0.11775179776202237,0.0012032326696783337,0.000127136535160375,2.7376949861342456e-10,0.04215462019414467,0.11724716904011491,4.086243203349587e-07,1.4091061876036512e-05
"Transport, school bus, diesel powered, West",ed7627f8-4d2e-3c59-b61e-b1cc6a37f6a9,1.0,p*km,0.015361565990378448,0.0001427473055982207,1.5684822732994875e-05,3.567643138779211e-11,0.005011431328297989,0.01527866701010064,9.05450821492381e-08,2.095385954116598e-06
"Transport, combination truck, short-haul, diesel powered, West",e873d007-5e2a-3193-ac3e-087539227c4d,1.0,t*km,0.12149741643520158,0.0009059105806461592,0.00011001249473649818,2.8256706499202194e-10,0.03168808297260127,0.1210110531427353,3.3485687202231673e-07,1.4134822908796038e-05
"Deposit containers, at collection",cd7fcea7-4b13-36ad-be07-e6fa09cb680b,1.0,kg,0.03958052830012245,0.00015899090413890846,2.222230387326381e-05,1.7777101565904907e-10,0.0052947094453472884,0.03881978640380334,1.0597558951306442e-06,1.704081757714097e-05
"Transport, school bus, diesel powered, Southwest",f54c5355-f6cf-3a17-8564-d01fb359af48,1.0,p*km,0.014866641716891922,0.00014570266334991682,1.5651702537841707e-05,3.4528393810763396e-11,0.005110493434345883,0.014786849594888903,7.873316919585677e-08,2.0964866608888146e-06
"Transport, refuse truck, diesel powered, East North Central",f10a3980-2f50-3f3c-be84-abb02ff0ba33,1.0,t*km,0.12779635445702225,0.0011282042173567962,0.00012674900951747354,2.9717194599459064e-10,0.039477801000763,0.12727008977866522,3.8544518030839817e-07,1.5077673027543683e-05
"Transport, motor home, diesel powered",7687e959-9eed-3227-9fe9-29173b951f34,1.0,p*km,0.6926044391301798,0.007013936462028431,0.000746907968608797,1.626821621468437e-09,0.24554353112174318,0.689767222632551,2.0308457865292893e-06,8.172802062053862e-05
"Transport, passenger car, gasoline powered",553fff99-b003-39a4-b53e-a9b3da050c71,1.0,p*km,0.19204215893577098,0.0005519797900055798,0.00011448967807417181,4.3147134679281974e-10,0.019048296040149335,0.18969226438286424,5.794610969934983e-06,2.8980039856119748e-05
"Transport, single unit truck, gasoline powered",d397dd56-dc53-37a1-956b-5da3aaa81a6f,1.0,t*km,0.1689015984675811,0.0006240922169192093,0.00010959498407031481,3.635452054090087e-10,0.02203971042955064,0.1661279287906109,5.805179110479977e-06,4.4043162345919285e-05
"Transport, motor home, gasoline powered",1b506801-d9d6-37a7-b5d2-7d6414373f3c,1.0,p*km,0.2058073039047509,0.0011881029902128851,0.00016186820196348632,4.670286147915358e-10,0.04316501002874494,0.20316802837564493,6.423943412855931e-06,3.335217004313511e-05
"Transport, refuse truck, diesel powered, South",305caade-c895-33b0-90d7-4641bcf4741e,1.0,t*km,0.1316194746046831,0.0010686728704794022,0.00012464142230055045,3.0607274180737425e-10,0.037392945356278295,0.13108143571629136,3.9337917025143405e-07,1.5421008419293762e-05
"Transport, single unit truck, long-haul, gasoline powered, Alaska",e418b402-e2ca-3987-a03c-752cb578aa4d,1.0,t*km,0.39254144284147235,0.001984941535493396,0.00028875987487619843,8.791244453583055e-10,0.07097039875538524,0.38711972066409134,1.3939224342187485e-05,6.150175968125575e-05
"Transport, transit bus, diesel powered, Central",5ba6a086-dc74-3b94-918e-f09e9e8a6aae,1.0,p*km,0.11613496792947996,0.0012606877183472213,0.0001300609354429286,2.6995640939843187e-10,0.044168189589075375,0.11562967091136951,4.053256548489462e-07,1.4147041276945344e-05
"Transport, motorcycle, gasoline powered",22dfa934-0329-347b-be34-e638548f4ae0,1.0,p*km,0.26383724441575296,0.0007390913881416223,0.00015811946555261233,5.999060896978107e-10,0.03347724078483375,0.2609711563694107,3.4027162600314344e-06,7.001518124059276e-05
"Transport, school bus, diesel powered, Northeast",4805457e-a1c3-36c4-a526-b2a26779155c,1.0,p*km,0.014683427717769601,0.00014384148094073393,1.5452214770965586e-05,3.408996154625995e-11,0.005047724036982343,0.01460004242149318,8.242156829021453e-08,2.190008832749205e-06
"Transport, passenger car, diesel powered",c01e63be-688d-36c6-ba41-07d900691186,1.0,p*km,0.21279063756330374,0.0007827724248568575,0.00014260184393931477,4.995022437595828e-10,0.027270356067648126,0.2117870855203956,6.550883608670894e-07,2.9524330042732097e-05
"Transport, single unit truck, long-haul, gasoline powered, West North Central",e1d8cff3-c663-3050-898a-14d552e862f7,1.0,t*km,0.3814266016155709,0.0018875110425854093,0.0002782261856626662,8.555835226116312e-10,0.06691646651694588,0.37636952987471245,1.3126329950981352e-05,5.61775207829026e-05
"Transport, school bus, diesel powered",0a67401f-bc99-3993-adbb-3b9ccfeb1c42,1.0,p*km,0.014458184350386524,0.00013786927106278156,1.5042191674448063e-05,3.3913100402203094e-11,0.004836850623953087,0.014379054515609712,7.976309877567433e-08,2.063229961003204e-06
"Aluminum recovery, transport, to plant",d20197e1-967f-35cb-95c1-0dbde806c367,1.0,kg,0.03667492293582547,0.00015372200379881471,2.399731082275381e-05,7.398253117053443e-11,0.005314750524276978,0.036363577840732235,7.843561613740642e-07,3.680916513482322e-06
"Transport, school bus, diesel powered, Southeast",7a44c9fa-db0b-3bec-8086-e4b7bf60d141,1.0,p*km,0.01470215801906705,0.00013101299061733457,1.4651814423450873e-05,3.414928020083869e-11,0.004595568835898172,0.014625756024451033,7.955599941183914e-08,1.967711885549394e-06
"Transport, transit bus, diesel powered, West",71b5dcdf-bdc9-3033-a08c-4186b675de31,1.0,p*km,0.12002835769238826,0.0013107601657095323,0.0001349705560728459,2.7904406113859405e-10,0.04595290574517391,0.11950228946541246,4.454122935867432e-07,1.4507352481268608e-05
"Transport, transit bus, diesel powered, Southeast",8e4ff6b0-ab17-32f5-bf1e-feea2d36ef41,1.0,p*km,0.11719842832099989,0.0012070584123557106,0.00012713662743071768,2.724653196879384e-10,0.04229030920086152,0.1166941783666826,4.122440730986133e-07,1.404358123271717e-05
"Forest residue, preprocessed, at conversion facility",2753c5de-221b-369a-84de-689d354b8b2d,1000.0,kg,17.669704381939695,0.13462192620658917,0.014753614447434898,1.9138125506413155e-06,4.292087809743062,17.359290602356438,0.0002489433162168402,0.008542706315652706
"Transport, refuse truck, diesel powered, Northwest",a0b22839-812d-3279-839f-9388f01c96de,1.0,t*km,0.12776984055390617,0.0011432965981898965,0.00012768980279846223,2.9709712312328704e-10,0.040004441799002095,0.12724416238843939,3.8572812243421986e-07,1.505406580014877e-05
"Transport, school bus, gasoline powered",58d87aee-291c-3c61-9d6f-e8ba8dba94cc,1.0,p*km,0.014630385255818489,0.000121542604062303,1.3668715602919452e-05,3.2206380461425556e-11,0.004582052677562933,0.01401043823850421,1.5193590838125267e-06,7.753756022875949e-06
"Transport, single unit truck, short-haul, diesel powered, Hawaii",f012475f-903b-3e4e-9388-5200abdb7395,1.0,t*km,0.3572466703641737,0.0020415142502326995,0.00028386069630677714,8.302622318539125e-10,0.07126899347263528,0.355574253947556,1.4707658374797559e-06,4.561514920211144e-05
"Transport, intercity bus, diesel powered, West",f7304101-1cce-3395-91ca-e38fbdc16abb,1.0,p*km,0.05363113137010638,0.000538804919768685,5.734892126798497e-05,1.247197072329147e-10,0.018875193359796486,0.05341208334953035,1.6038151787714598e-07,6.276065816484632e-06
"Corn stover, at conversion plant, 2022",8ccbedef-d726-3fae-a848-a6d41aeab5a4,1.0,kg,7.133177480011835,0.027783040727600482,0.005109032936314543,1.707568607452338e-08,0.9154626822234558,7.024529429492481,0.00029200317265283993,0.0011127517350058558
"Transport, single unit truck, short-haul, gasoline powered, Central",d830df5e-0121-309e-a1dc-2e6c14e7fa91,1.0,t*km,0.32963894655119597,0.0016272840976944327,0.0002393856669824957,7.350270462316409e-10,0.058383065673689206,0.3234133059959835,1.5689961673035596e-05,7.367747870089005e-05
"Transport, light commercial truck, gasoline powered, Southeast",d9919764-fed6-3a87-8d64-ba028baf7183,1.0,t*km,0.7128354740856683,0.0028253081045029682,0.0004732289209354067,1.5865586447448965e-09,0.10059355518831825,0.698028625594555,4.2140849987595296e-05,0.0001296105302643815
"Transport, refuse truck, diesel powered, Northeast region",7ac14cbe-026f-3e50-9e49-831fbc193e4b,1.0,t*km,0.13102536043797516,0.0011489647169526764,0.00012945947096008558,3.0466934379626653e-10,0.04020712568543382,0.130483656511797,4.019017787818667e-07,1.5471570583541052e-05
"Transport, school bus, diesel powered, Alaska",03ea6a34-7abd-3220-a6c7-9b14a551b9f7,1.0,p*km,0.01439832632841152,0.00015285046039059384,1.5891564035734847e-05,3.3389092284854656e-11,0.005364343651963564,0.014312505258347676,7.417719888205748e-08,2.3551918070780434e-06
"Transport, light commercial truck, diesel powered, South",d520d6bf-0b51-37d3-bc17-c7047faace09,1.0,t*km,0.9495619192631626,0.0069965176901686035,0.000853771031072518,2.2065553878493046e-09,0.24538844071946908,0.9449951435512844,4.654550005820801e-06,0.00011853086311190736
"Transport, intercity bus, diesel powered, Northeast",f781b4ee-27d2-32c0-a2d1-bb661f88141b,1.0,p*km,0.05212312459788914,0.0005356854525177604,5.6475270450424775e-05,1.2120666853096993e-10,0.018753161631412385,0.051910334472314926,1.532936425017917e-07,6.120473206565732e-06
"Transport, school bus, diesel powered, Hawaii",0ff039bd-cecc-3149-bd0c-b30a8a5b0f08,1.0,p*km,0.014689502114276274,0.00012162213903069236,1.4053732375386611e-05,3.412934939966978e-11,0.004265527967446596,0.01461649512826759,8.375765343927973e-08,1.8067005872615486e-06
"Mixed recyclables, recovered for material recycling facility (MRF)",e93ae1c1-8454-328d-aef7-3698311ae06a,1.0,kg,0.10038991539301759,0.0003950768239843935,6.46621004705214e-05,2.0887817420955186e-10,0.01368598995839237,0.09926959432587003,2.960282096448684e-06,1.1949266719792137e-05
"Transport, combination truck, short-haul, diesel powered, Hawaii",d3a056d7-9199-3c1d-9947-c486e03d529c,1.0,t*km,0.1230585244864896,0.0008365190674671807,0.00010624827925686664,2.8619061357490023e-10,0.029236799910437573,0.1225661885194532,3.408853451669697e-07,1.4290229703600772e-05
"Transport, school bus, diesel powered, West North Central",1a7aee1b-bc8e-3521-8864-b9efadc3a871,1.0,p*km,0.014111189652763471,0.00014107020674368717,1.5031803532715204e-05,3.2774509606136865e-11,0.004948296694475624,0.01403429317692326,6.991476238836955e-08,2.076941012758473e-06
"Mixed recyclables, at collection, commercial",d4647fd6-57bf-3557-b3fe-be8dbc0eb6da,1.0,kg,0.11486626217809456,0.00048393463221502614,7.506818410924512e-05,2.3059502742558447e-10,0.016717896333051922,0.11389671720799811,2.4542646688787235e-06,1.1351428610964796e-05
"Transport, combination truck, short-haul, diesel powered, East North Central",fecba951-c031-36f7-abe3-007dd58adbf5,1.0,t*km,0.11675958604679867,0.00089380694788357,0.00010714436298987812,2.715454613162687e-10,0.03123266953336545,0.11629643695190496,3.0929600844007027e-07,1.3550238517491608e-05
"Transport, refuse truck, diesel powered, Central",7e58b660-7134-34da-a89f-cb6d2b81ba59,1.0,t*km,0.12957838338914252,0.0011163021820280623,0.00012676180276812463,3.012811803796389e-10,0.039060590923077766,0.12904631885609688,3.896472937476898e-07,1.5244079235553675e-05
"Transport, single unit truck, short-haul, diesel powered, West",e0009e43-946e-3bb6-90ea-4885d1206a9f,1.0,t*km,0.36354658836979475,0.0022994996015519415,0.00030304296134282024,8.448331289719556e-10,0.08036974125579344,0.36180478014052714,1.5188495422460183e-06,4.763494108264953e-05
"Transport, intercity bus, diesel powered, Alaska",83fff53a-ffc2-3d4f-8141-69264f86b529,1.0,p*km,0.05047578210336824,0.000546861748018031,5.6449527018225245e-05,1.1727442383764194e-10,0.019142503844055237,0.050270618083135855,1.437412191936396e-07,5.939439211069733e-06
"Transport, transit bus, diesel powered, Northwest",ec65cbcc-bd0f-3359-9fab-a7f89e7e0aef,1.0,p*km,0.11494087204657216,0.0012961932204165632,0.00013179249699831714,2.6719466394462293e-10,0.045410661513397794,0.11443858282669285,4.02867053656169e-07,1.4063534994502076e-05
"Transport, transit bus, gasoline powered",eef0b665-299e-3de6-9edc-9e13a3adbdf0,1.0,p*km,0.10782409190889362,0.0004762837936272213,7.204974275774588e-05,2.2584461742733145e-10,0.0171930978379897,0.10636177792862098,3.9062259503810076e-06,1.5202844081861992e-05
"Transport, light commercial truck, diesel powered, Alaska",ee1e77e1-0b07-3a7a-ada9-0b1bef460444,1.0,t*km,0.922044825077219,0.006857025994770562,0.0008324882153799391,2.139750826877318e-09,0.24071254866734543,0.9172204100281113,4.5064817323792744e-06,0.00012914925904098864
"Transport, passenger truck, diesel powered",cef0fa12-65ae-3672-a989-49e304c7ba53,1.0,p*km,0.3152792192415348,0.0020597498618024784,0.0002681645655619058,7.397714552360062e-10,0.0720371165590135,0.31366139799911275,1.5393590577269104e-06,4.3037308278038034e-05
"Transport, refuse truck, diesel powered, Hawaii",f7dbe13e-5a57-3360-812a-c99bd94e1e9b,1.0,t*km,0.13409219817797163,0.0010442838810344214,0.00012416783916735638,3.118170394959628e-10,0.03654327990115576,0.1335410415106078,4.114088407688176e-07,1.5717518551495348e-05
"Transport, single unit truck, short-haul, gasoline powered, Northwest",f311e6ec-ec13-388f-ac9f-4ed0731725c8,1.0,t*km,0.3254281346746923,0.0016940773944768492,0.00024185954362170115,7.255866146776125e-10,0.060719589668163564,0.3192328028242336,1.5664466544393414e-05,7.28385342715283e-05
"Transport, intercity bus, diesel powered, South",d927432a-8d91-3d3c-987f-bec808f1ec68,1.0,p*km,0.052424618672374954,0.0005003204206066318,5.437025997409368e-05,1.2191695242476875e-10,0.01751414829149472,0.052213277730413975,1.5037069415324178e-07,6.0962140787250515e-06
"Mixed recyclables, at collection, curbside, volume basis",5eff00a9-58ca-322a-b951-07c86d7fd9fa,1.0,m3,0.16292112190329675,0.0007266775316278664,0.0001088770738381128,3.2631202085549587e-10,0.025215740513128266,0.16113140079740432,4.939002516774574e-06,1.7107524528809222e-05
"Transport, transit bus, diesel powered, East North Central",0bc23cda-623c-347a-acf8-a530f22a9a1d,1.0,p*km,0.11379027450197195,0.0012680037405440887,0.00012951181731583972,2.6452580715813877e-10,0.044426271658004265,0.11328994563716624,3.9960086491974206e-07,1.4025058901898126e-05
"Transport, intercity bus, diesel powered, Southeast",a0635262-38b8-31e0-8e73-a1b28437632d,1.0,p*km,0.052712904811846706,0.00050445880803132,5.475620261116342e-05,1.225806394640962e-10,0.017659624951446094,0.05250002774848442,1.5212158601105592e-07,6.134349330511418e-06
"Transport, light commercial truck, gasoline powered, Central",fcc53e1b-80ea-3c3b-8fcc-410cd543e2c7,1.0,t*km,0.7042886653092398,0.0028881648721598126,0.0004735276966459815,1.566741721600401e-09,0.10305278544783418,0.6893661516525058,4.1717822285030655e-05,0.0001377497360777423
"Mixed recyclables, at collection, dropoff center",d04ff0ad-5535-353e-aabc-27b89137bc92,1.0,kg,0.18436047257833757,0.0005299005984053487,0.00010991009095120419,4.1421249292110307e-10,0.018286364198543202,0.18210457380754713,5.5628265311375684e-06,2.7820838261874663e-05
"Transport, combination truck, long-haul, diesel powered, Southwest",e7827862-9c3d-3c15-ac17-e1298e632788,1.0,t*km,0.10222793781008102,0.0009016419893958605,0.00010129394899205412,2.3748325669271916e-10,0.031537203434665706,0.10170322415409445,2.556049365430086e-07,1.6265090184074775e-05
"Transport, refuse truck, diesel powered, West North Central",077f9944-eca8-3f2d-b1ee-cdbc115ff0eb,1.0,t*km,0.12438077412970404,0.0011109798783114615,0.00012418790502519085,2.8927465709982076e-10,0.03886794142136132,0.12387426732542954,3.6154972576898565e-07,1.4600035842977438e-05
"Transport, intercity bus, diesel powered, Hawaii",873b8879-eb22-3c60-b224-1a3aa8f2eadd,1.0,p*km,0.053263924759733995,0.0004869791833945056,5.388922922861998e-05,1.2386720420668816e-10,0.017048716962480028,0.05304827632816602,1.5713558888921116e-07,6.185571786905273e-06
"Transport, school bus, diesel powered, South",19cb866e-1cfc-3007-b64e-5c5c75492cff,1.0,p*km,0.014703478621642924,0.00013018927263976218,1.4600663850467262e-05,3.415512888356884e-11,0.004566367814121085,0.014627589574429722,7.817710378606271e-08,1.9624412291774394e-06
"Transport, transit bus, CNG powered",b27794c0-ad1c-349f-90ea-0f064082b709,1.0,p*km,0.07230307010183215,0.00018841423149799656,1.1920198147892282e-05,6.952906180011837e-13,0.006854624579357036,0.06988453862848178,8.900638903606711e-06,2.1374115353903815e-06
"Transport, transit bus, diesel powered, Southwest",9b7bef6f-60c3-38fa-9d32-3b1c0c82f866,1.0,p*km,0.11855147297638279,0.0013233278125230092,0.00013508136093147547,2.756299763856081e-10,0.046356770219454134,0.118039498706491,4.091148427028313e-07,1.4348325126745341e-05
"Transport, light commercial truck, gasoline powered, Northeast",d7c148c2-8d03-3edb-817f-bc8e63621987,1.0,t*km,0.7099440128400548,0.002845436619786038,0.00047318775856793803,1.5794754695307695e-09,0.10138876022528102,0.6948952808483282,4.206013702556531e-05,0.00013901478001527095
"Glass fiber, reinforced polymer; fine ground; from wind turbine; at site",6986d506-b365-456c-8111-276972f6b5a4,1.0,kg,0.04107278666375635,8.87980677991664e-05,4.70337782083402e-06,6.120521820562801e-10,0.0018856914489076343,0.0388684216688066,4.913523390761428e-07,7.361673190789915e-05
"Transport, refuse truck, diesel powered, Alaska",a3a1912e-3182-33e9-be73-4997c03d5261,1.0,t*km,0.12626099051281686,0.0011675311707333522,0.0001285222542174409,2.933376024907961e-10,0.04085260208242326,0.1257419624854627,3.754157519641644e-07,1.4915039721117112e-05
"Transport, combination truck, short-haul, diesel powered, Southeast",f6cac940-4ce5-3c3c-8393-66ad74b185c9,1.0,t*km,0.11995272447291248,0.0008504966868593181,0.00010578862527625778,2.7896775408629893e-10,0.029718825071524502,0.1194790584728944,3.161584633742799e-07,1.3859157408357935e-05
"Transport, transit bus, diesel powered, Alaska",5338cf67-3f06-3a0f-81ab-1f7ee8d449f7,1.0,p*km,0.11516069076922245,0.0013367541082159745,0.00013440883015707368,2.674654002565572e-10,0.04683263371110247,0.11465127111917016,3.9234523117900623e-07,1.441771140365294e-05
"Transport, intercity bus, diesel powered, East North Central",f16cca9e-8d63-3dca-a1a6-7e3f9e54b313,1.0,p*km,0.051011423976552256,0.0005279718445162499,5.5506203244410546e-05,1.1862496873027214e-10,0.01848214443732905,0.05080397378321229,1.4746314387108732e-07,5.98554689861709e-06
"Wheat straw, at conversion plant, 2022",f002e825-5cb6-3949-be51-863c7fe5d5da,1000.0,kg,48.05687311610721,0.5775389618060331,0.09085303852912116,4.2675777831063856e-07,2.6359909419542085,36.673672519100634,0.03695406586481237,0.05649004034145023
"Transport, single unit truck, long-haul, diesel powered, Southwest",2036751b-b50e-3bbd-8106-6744c4149453,1.0,t*km,0.4241784957494744,0.002688366988702796,0.0003537607252837078,9.857644943890132e-10,0.09384059601571301,0.4221478156145679,1.6844225596472906e-06,5.635179012588485e-05
"Transport, combination truck, long-haul, diesel powered, Hawaii",c069b1d6-6596-356b-81f9-16f3d65bd6b1,1.0,t*km,0.10084989123099344,0.000678492234262401,8.662796582491658e-05,2.3454831431318705e-10,0.023714119873862724,0.10044961396228431,2.727193365216145e-07,1.1659644626886502e-05
"Transport, train, diesel powered",7de9c230-fd0f-3478-be87-f80181132faa,1.0,t*km,0.01918435232539396,6.117845104839364e-05,1.326485195916812e-05,4.7393357419401066e-11,0.002220454859945727,0.018978053428709354,4.2852689095952764e-07,3.3023922404041878e-06
"Transport, combination truck, short-haul, gasoline powered",60785dad-585a-3fe9-ae8e-507f0cbc7f6f,1.0,t*km,0.11027824354950502,0.0011149347308553306,0.00011679897691151294,2.491762069029394e-10,0.040917664363509305,0.10839704257597925,3.1373302550195467e-06,3.7434665323476916e-05
"Transport, light commercial truck, gasoline powered, Southwest",907b7232-6adc-3e3f-b417-98a5bf5fb49a,1.0,t*km,0.7094301492216001,0.0029754810905231336,0.0004813166951926062,1.5786452566850188e-09,0.10594654380485459,0.6944678061467338,4.206564564974477e-05,0.00013587752125432514
"Transport, single unit truck, short-haul, gasoline powered",ba328bfe-68dd-3d33-a95e-bdcd28252c39,1.0,t*km,0.32941140986309264,0.001610224828386563,0.00023974892188711344,7.426959349802034e-10,0.05775550986903475,0.3230898198504193,1.6110546764622727e-05,7.312190730234416e-05
"Transport, barge, average fuel mix",099c3d09-08a3-3cac-9ffd-0558c12033b9,1.0,t*km,0.01854918430297962,8.980932714047421e-05,1.9001045138709315e-05,7.014128419901692e-11,0.002913653718717763,0.0183707325105015,3.430105815833289e-07,3.1125359794749314e-06
"Transport, single unit truck, short-haul, gasoline powered, West",91f05c7b-ade4-3b04-ad3c-4ecce11f3ff4,1.0,t*km,0.35198485801080315,0.0016094722576404327,0.00024756410183682703,7.843566634776152e-10,0.05791365919092465,0.34506218896069313,1.799257807273453e-05,7.676715395269015e-05
"Transport, single unit truck, short-haul, diesel powered, East North Central",7e5c3461-8dcf-3ef1-b35c-514d31639f0e,1.0,t*km,0.32981221672502514,0.002171738445876117,0.00028018727204637945,7.663250506369931e-10,0.0758292591916786,0.3281930765229251,1.3504449620947773e-06,4.486613808548938e-05
"Transport, combination truck, long-haul, diesel powered, West",8ba63664-bb54-3899-8e07-1b55737d5636,1.0,t*km,0.10468036049318241,0.0008819383425878769,0.00010115202037057213,2.431883703592819e-10,0.030878975294108522,0.10414705956637102,2.7725680165454754e-07,1.6365524137397577e-05
"Transport, single unit truck, short-haul, diesel powered, Southwest",16c70e02-29b3-3bec-9b39-b09415d02281,1.0,t*km,0.33990461301956687,0.0022235717655826525,0.00028786198863872393,7.899088837222973e-10,0.07762129730378392,0.33827405262283416,1.3732248243957034e-06,4.505288903182279e-05
"Transport, combination truck, short-haul, diesel powered",8d1daa68-bede-347a-86a4-aeca5383906c,1.0,t*km,0.1171385107501363,0.0008781568209277683,0.00010683623896057457,2.7519181857084407e-10,0.03068883328510277,0.1166697684008035,3.139662350173345e-07,1.3704928666317419e-05
"Transport, single unit truck, short-haul, diesel powered",711ab26a-94a2-33f9-89da-560c55808297,1.0,t*km,0.33719667947687637,0.002155766345434176,0.0002838749045319022,7.913972635272294e-10,0.0752674028873151,0.3355570119600518,1.394546793882929e-06,4.517602133872314e-05
"Transport, single unit truck, long-haul, diesel powered, Central",6a01cdd9-09e7-32e8-b32f-2e85b8cd1590,1.0,t*km,0.4192028839714764,0.0025920926183784125,0.0003454750278569491,9.739889267785272e-10,0.09049025983807334,0.41718287105021357,1.677571541137385e-06,5.6038413392575266e-05
"Transport, aircraft, freight",61ff7eba-1846-30cb-9840-33939ee0dc26,1.0,t*km,0.8524846981023717,0.002015730181304046,0.0006795176526864822,2.865317581912506e-09,0.06450669438476954,0.848417834927457,2.313184402595546e-06,0.00012276454543281017
"Transport, combination truck, short-haul, diesel powered, Central",60157c4b-2824-34d2-9c23-291728d3b01e,1.0,t*km,0.11761895965260569,0.0008791616523828951,0.00010658476674801065,2.7351431395710713e-10,0.030719543524220013,0.11715408803916381,3.0921496942835936e-07,1.3612063351550601e-05
"Transport, single unit truck, long-haul, diesel powered, Southeast",a17c7651-0fae-330c-bfe8-5f862200f5d2,1.0,t*km,0.4329846135204545,0.0025158845412348945,0.00034665569193051085,1.0061788532036606e-09,0.08783503647982444,0.43093394874425905,1.7267070331824188e-06,5.66605585306804e-05
