Taxonomy,Category,Sub-category,Flow,UUID,Location Code,Location Name,Process Type,Description,Qty,Unit,GWP,AP,EP,ODP,POCP,CO2,CH4,N2O,Electricity_GWP,Electricity_AP,Electricity_EP,Electricity_ODP,Electricity_POCP,Electricity_CO2,Electricity_CH4,Electricity_N2O,Electricity_Qty,Electricity_Unit,Nonrenewable Fuel Combustion (Direct)_GWP,Nonrenewable Fuel Combustion (Direct)_AP,Nonrenewable Fuel Combustion (Direct)_EP,Nonrenewable Fuel Combustion (Direct)_ODP,Nonrenewable Fuel Combustion (Direct)_POCP,Nonrenewable Fuel Combustion (Direct)_CO2,Nonrenewable Fuel Combustion (Direct)_CH4,Nonrenewable Fuel Combustion (Direct)_N2O,Nonrenewable Fuel Combustion (Direct)_Qty,Nonrenewable Fuel Combustion (Direct)_Unit,Renewable Fuel Combustion (Direct)_GWP (AR5) [kg CO2 eq],Renewable Fuel Combustion (Direct)_AP,Renewable Fuel Combustion (Direct)_EP,Renewable Fuel Combustion (Direct)_ODP,Renewable Fuel Combustion (Direct)_POCP,Renewable Fuel Combustion (Direct)_CO2,Renewable Fuel Combustion (Direct)_CH4,Renewable Fuel Combustion (Direct)_N2O,Renewable Fuel Combustion (Direct)_Qty,Renewable Fuel Combustion (Direct)_Unit,Compound/Substance Name,URL creation,PUG-REST,(text split 1),(text split 2),InChIKey,Kingdom,Superclass,Class,Subclass,Parent level 1,Parent level 2,Parent level 3,Stored Biogenic Carbon?,Biomaterial Type/Species/Category,%C (dry mass basis),Density Needed?,Density [kg/unit] (dry basis),Biogenic Carbon Content [kg C/unit],Biogenic CO2 Content [kg CO2/unit],GWP - Biogenic CO2 stored [kgCO2eq],Growth Model Type,Rotation period [yrs],Mineral Carbonation Potential?,Accelerated Carbonation Uptake [kgCO2],GWP-total - Accelerated Carbonation Uptake [kgCO2eq]
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Arizona Public Service Company - BA,b47455f1-fc68-33b2-a2a8-217485ef8bba,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Arizona Public Service Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.220202113,0.000481693,2.75E-05,2.98E-09,0.013343198,0.208688286,0.000381005,3.01E-06,0.220202113,0.000481693,2.75E-05,2.98E-09,0.013343198,0.208688286,0.000381005,3.01E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Arlington Valley, LLC - AVBA - BA",d7f09b44-a4d6-3b83-9a11-28e977c200ee,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Arlington Valley, LLC - AVBA region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.16082191,0.000242747,1.69E-05,1.51E-10,0.008556271,0.13555732,0.000896949,4.98E-07,0.16082191,0.000242747,1.69E-05,1.51E-10,0.008556271,0.13555732,0.000896949,4.98E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Associated Electric Cooperative, Inc. - BA",75132c61-a7bd-3cf4-a377-1e97e124becd,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Associated Electric Cooperative, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.209279072,0.000745532,3.01E-05,4.36E-09,0.013232185,0.201984162,0.00023172,2.91E-06,0.209279072,0.000745532,3.01E-05,4.36E-09,0.013232185,0.201984162,0.00023172,2.91E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Avista Corporation - BA,763f16bd-1c1e-336a-acc0-626123547161,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Avista Corporation region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.061944474,8.92E-05,6.20E-06,2.55E-09,0.002470208,0.059514079,7.37E-05,1.33E-06,0.061944474,8.92E-05,6.20E-06,2.55E-09,0.002470208,0.059514079,7.37E-05,1.33E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Balancing Authority of Northern California - BA,0033b245-c828-3fe4-ba32-1e35bc4d30ca,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Balancing Authority of Northern California region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.116394205,0.000192151,1.29E-05,8.59E-11,0.006430421,0.10519436,0.000395904,3.86E-07,0.116394205,0.000192151,1.29E-05,8.59E-11,0.006430421,0.10519436,0.000395904,3.86E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,e4fcd21b-a651-31c8-a123-ff308a80e080,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Bonneville Power Administration region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.032628519,7.40E-05,6.04E-06,6.66E-10,0.001842403,0.031078621,5.15E-05,3.46E-07,0.032628519,7.40E-05,6.04E-06,6.66E-10,0.001842403,0.031078621,5.15E-05,3.46E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - CAISO - FERC,0082cc36-0aa6-3ff2-acf5-a2765411b57a,,,UNIT_PROCESS,Electricity consumption mix using power plants in the CAISO region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.113653813,0.000215751,1.53E-05,8.08E-10,0.008031929,0.10416709,0.000328518,9.66E-07,0.113653813,0.000215751,1.53E-05,8.08E-10,0.008031929,0.10416709,0.000328518,9.66E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - California Independent System Operator - BA,6f718d2f-46c4-362a-a196-c261265ee736,,,UNIT_PROCESS,Electricity consumption mix using power plants in the California Independent System Operator region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.102488708,0.000212171,1.56E-05,5.17E-10,0.008557893,0.093043507,0.00032852,8.01E-07,0.102488708,0.000212171,1.56E-05,5.17E-10,0.008557893,0.093043507,0.00032852,8.01E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA",79ea9941-224c-30bd-969d-4032cfaa8005,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the City of Tacoma, Department of Public Utilities, Light Division region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.06219173,0.000137565,3.24E-06,2.09E-10,0.001329904,0.061102776,2.40E-05,1.55E-06,0.06219173,0.000137565,3.24E-06,2.09E-10,0.001329904,0.061102776,2.40E-05,1.55E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,28382a88-b2b2-3cfe-985e-659290858e70,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Duke Energy Carolinas region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.097581406,0.000161662,1.12E-05,1.32E-09,0.003513157,0.092912308,0.000152755,1.21E-06,0.097581406,0.000161662,1.12E-05,1.32E-09,0.003513157,0.092912308,0.000152755,1.21E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",cd9c001f-0160-3ae9-82a5-81decd6beb4f,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Duke Energy Florida, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.200217385,0.000364474,2.15E-05,1.78E-09,0.009034843,0.191053737,0.000306638,2.06E-06,0.200217385,0.000364474,2.15E-05,1.78E-09,0.009034843,0.191053737,0.000306638,2.06E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Duke Energy Progress East - BA,b55ec9c6-062f-3cd6-aee0-940f3c589726,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Duke Energy Progress East region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.113382503,0.000227954,1.36E-05,2.09E-09,0.004782118,0.103991208,0.000317772,1.60E-06,0.113382503,0.000227954,1.36E-05,2.09E-09,0.004782118,0.103991208,0.000317772,1.60E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Duke Energy Progress West - BA,3b36f413-39cb-3dc2-b513-fd2b1b4149c1,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Duke Energy Progress West region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.097580819,0.00016166,1.12E-05,1.32E-09,0.003513139,0.09291174,0.000152754,1.21E-06,0.097580819,0.00016166,1.12E-05,1.32E-09,0.003513139,0.09291174,0.000152754,1.21E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - El Paso Electric Company - BA,a2a22977-2b95-358b-90ca-ca7f1fbeb167,,,UNIT_PROCESS,Electricity consumption mix using power plants in the El Paso Electric Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.200175008,0.000382235,2.56E-05,1.50E-09,0.011788052,0.189287847,0.00037394,1.43E-06,0.200175008,0.000382235,2.56E-05,1.50E-09,0.011788052,0.189287847,0.00037394,1.43E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Electric Energy, Inc. - BA",82ffe43f-62eb-3062-aadf-0bce3b15d88f,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Electric Energy, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.304539204,0.001008009,2.86E-05,8.30E-09,0.010614063,0.296785884,0.000230704,4.55E-06,0.304539204,0.001008009,2.86E-05,8.30E-09,0.010614063,0.296785884,0.000230704,4.55E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",739a9cbd-7189-3c4b-ae7b-8b756e99bcfb,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Electric Reliability Council of Texas, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.172671507,0.000488546,2.55E-05,2.03E-09,0.011216494,0.162591966,0.000343603,1.60E-06,0.172671507,0.000488546,2.55E-05,2.03E-09,0.011216494,0.162591966,0.000343603,1.60E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - ERCOT - FERC,996438f6-ff4b-3c11-a44a-cc64ce7a7b30,,,UNIT_PROCESS,Electricity consumption mix using power plants in the ERCOT region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.172671507,0.000488546,2.55E-05,2.03E-09,0.011216494,0.162591966,0.000343603,1.60E-06,0.172671507,0.000488546,2.55E-05,2.03E-09,0.011216494,0.162591966,0.000343603,1.60E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Florida Municipal Power Pool - BA,d1e20ef2-31c8-3305-969a-e008341a50e1,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Florida Municipal Power Pool region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.193078815,0.000319286,1.81E-05,2.07E-09,0.007713733,0.184294805,0.000293386,2.03E-06,0.193078815,0.000319286,1.81E-05,2.07E-09,0.007713733,0.184294805,0.000293386,2.03E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,ba6c7a86-9e38-357a-a11b-6fd0945a2e5e,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Florida Power & Light Co. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.124607242,0.000248943,1.72E-05,3.18E-10,0.007399631,0.117157482,0.000255787,9.59E-07,0.124607242,0.000248943,1.72E-05,3.18E-10,0.007399631,0.117157482,0.000255787,9.59E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Gainesville Regional Utilities - BA,112d97d5-63cb-324a-9413-6e64d2a6694b,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Gainesville Regional Utilities region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.213804673,0.000340188,2.27E-05,1.94E-09,0.00986023,0.205552567,0.000273507,2.07E-06,0.213804673,0.000340188,2.27E-05,1.94E-09,0.00986023,0.205552567,0.000273507,2.07E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Gila River Power, LLC - BA",69f0f6f3-db9f-3c24-ac45-56dc084fbd0d,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Gila River Power, LLC region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.156321526,0.00044009,2.96E-05,1.67E-10,0.015388422,0.132050554,0.000861488,4.88E-07,0.156321526,0.00044009,2.96E-05,1.67E-10,0.015388422,0.132050554,0.000861488,4.88E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Homestead, City of - BA",508df429-7abf-33f4-9821-e08322019614,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Homestead, City of region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.405704387,0.005177104,0.000383798,5.15E-09,0.179675299,0.365913776,0.001380025,2.01E-06,0.405704387,0.005177104,0.000383798,5.15E-09,0.179675299,0.365913776,0.001380025,2.01E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Idaho Power Company - BA,b62e0b13-f036-3b07-aa74-c36a6c505d1a,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Idaho Power Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.030763034,7.41E-05,7.09E-06,1.89E-10,0.002332738,0.028389913,8.24E-05,1.99E-07,0.030763034,7.41E-05,7.09E-06,1.89E-10,0.002332738,0.028389913,8.24E-05,1.99E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Imperial Irrigation District - BA,37b87ceb-2e31-3d38-baaa-84f148287d2f,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Imperial Irrigation District region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.084030752,9.41E-05,5.21E-06,5.47E-11,0.002451869,0.072165829,0.000412026,1.20E-06,0.084030752,9.41E-05,5.21E-06,5.47E-11,0.002451869,0.072165829,0.000412026,1.20E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - ISO-NE - BA,bf2c7baa-45b5-30ae-b2a0-afe99ae2f9a5,,,UNIT_PROCESS,Electricity consumption mix using power plants in the ISO-NE region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.105334842,0.000178631,1.50E-05,1.80E-09,0.004924954,0.100306241,0.00016297,1.57E-06,0.105334842,0.000178631,1.50E-05,1.80E-09,0.004924954,0.100306241,0.00016297,1.57E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - ISO-NE - FERC,668f4318-8e2e-35f1-82ab-4647e7bd42a8,,,UNIT_PROCESS,Electricity consumption mix using power plants in the ISO-NE region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.105334842,0.000178631,1.50E-05,1.80E-09,0.004924954,0.100306241,0.00016297,1.57E-06,0.105334842,0.000178631,1.50E-05,1.80E-09,0.004924954,0.100306241,0.00016297,1.57E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - JEA - BA,018019c9-b57c-3bc7-ae20-4fcb66243960,,,UNIT_PROCESS,Electricity consumption mix using power plants in the JEA region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.222801044,0.000454448,2.28E-05,2.51E-09,0.010044978,0.216152336,0.000212599,2.47E-06,0.222801044,0.000454448,2.28E-05,2.51E-09,0.010044978,0.216152336,0.000212599,2.47E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,db982038-127d-3359-ac5b-f55f989ab875,,,UNIT_PROCESS,Electricity consumption mix using power plants in the LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.258150528,0.00038086,1.86E-05,3.21E-09,0.006827239,0.24884229,0.000292281,4.06E-06,0.258150528,0.00038086,1.86E-05,3.21E-09,0.006827239,0.24884229,0.000292281,4.06E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,73d35f2d-1256-3d90-b387-e6cd92f1b9b0,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Los Angeles Department of Water and Power region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.152244713,0.000245436,1.54E-05,2.09E-09,0.006961468,0.143628895,0.000290836,1.67E-06,0.152244713,0.000245436,1.54E-05,2.09E-09,0.006961468,0.143628895,0.000290836,1.67E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
