Category,Name,UUID,Location,Process Type,Description,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],CH4 [kg],N2O [kg],electricity_GWP (AR5),electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_CO2,electricity_CH4,electricity_N2O,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP (AR5),nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP (AR5),renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_CO2,renewable fuel combustion_CH4,renewable fuel combustion_N2O,renewable fuel combustion_qty,renewable fuel combustion_unit
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",afb0a8ed-7e33-37ec-aa70-2286f8f84935,,UNIT_PROCESS,"Electricity distribution to end user in the Southern Company Services, Inc. - Trans region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.17415602104226732,0.0003153085748320109,1.9633689610350293e-05,1.9398939313685752e-09,0.007846902605622277,0.16610462256039238,0.000268355099965971,1.8515121239646443e-06,0.17415602104226732,0.0003153085748320109,1.9633689610350293e-05,1.9398939313685752e-09,0.007846902605622277,0.16610462256039238,0.000268355099965971,1.8515121239646443e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,petroleum extraction and processing - DFO PADD 1,28a4dbbe-c940-3d65-a006-cbacbda7d2fb,,LCI_RESULT,"The cradle-to-gate inventory for production of refinery products (residual fuel oil or diesel fuel oil) for each U.S. Petroleum Administration for Defense District (PADD). The method for generating the inventory largely follows the method detailed in the journal article below, but in this case 2016 data was used for determining crude mixes new versions of the model were used. Additionally, OPGEE was used to provide only the amounts of various fuels used in the production of crude, and NETL unit processes were used for combustion of those fuels to provide a more complete inventory.
https://pubs.acs.org/doi/abs/10.1021/acs.est.6b02819
The model is constructed to provide the inventory for diesel fuel oil or residual fuel oil based on PADD. This inventory includes crude extraction (foreign and domestic), crude transportation, crude refining, and fuel transportation.  This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.025159173477587615,3.0666972875820304e-05,1.795767629366402e-06,2.221783959646103e-11,0.0007483039302708314,0.02034127516474295,0.00017016845938106037,1.7730368554808533e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity; at user; consumption mix - Gila River Power, LLC - BA",ade9b817-b7d6-3ede-a5f9-34572399bc89,,UNIT_PROCESS,"Electricity distribution to end user in the Gila River Power, LLC region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.1621952937299912,0.000456626812847043,3.066897384106993e-05,1.7291516054787543e-10,0.015966640493192352,0.1370123415677011,0.0008938580422981931,5.066653104505607e-07,0.1621952937299912,0.000456626812847043,3.066897384106993e-05,1.7291516054787543e-10,0.015966640493192352,0.1370123415677011,0.0008938580422981931,5.066653104505607e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; generation mix - NaturEner Wind Watch, LLC",fdb04d8f-f47f-3ec0-9e65-c4afc66f38ed,,UNIT_PROCESS,"Electricity generation mix in the NaturEner Wind Watch, LLC region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.005357785878758846,1.5080015347659507e-05,9.941729478234027e-06,2.718358847305042e-12,0.00016336585498079241,0.00500948889191063,1.1778607938005568e-05,1.85204323399188e-08,0.005357785878758846,1.5080015347659507e-05,9.941729478234027e-06,2.718358847305042e-12,0.00016336585498079241,0.00500948889191063,1.1778607938005568e-05,1.85204323399188e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",cd9c001f-0160-3ae9-82a5-81decd6beb4f,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Duke Energy Florida, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.20021738489812801,0.0003644738037837887,2.1521461713488436e-05,1.7766596693682225e-09,0.009034843022443553,0.19105373715628052,0.00030663784740353613,2.064156801493401e-06,0.20021738489812801,0.0003644738037837887,2.1521461713488436e-05,1.7766596693682225e-09,0.009034843022443553,0.19105373715628052,0.00030663784740353613,2.064156801493401e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at user; consumption mix - Turlock Irrigation District - BA,dc255d13-6512-372d-8738-48739679d529,,UNIT_PROCESS,Electricity distribution to end user in the Turlock Irrigation District region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.1275699242004043,0.00020887545758860966,1.5409500369145522e-05,3.72640888530297e-10,0.007683288053196083,0.11552830200610344,0.00042267738167724693,6.66730934279149e-07,0.1275699242004043,0.00020887545758860966,1.5409500369145522e-05,3.72640888530297e-10,0.007683288053196083,0.11552830200610344,0.00042267738167724693,6.66730934279149e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity; at user; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",ec6a9894-9221-34d6-9814-b0179435bac8,,UNIT_PROCESS,"Electricity distribution to end user in the Public Utility District No. 2 of Grant County, Washington region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.0010645485377933617,2.7538618828116977e-25,7.17462016410177e-27,0.0,6.546585338965662e-09,0.0010518009072831077,4.552725182233606e-07,1.6199187545951162e-25,0.0010645485377933617,2.7538618828116977e-25,7.17462016410177e-27,0.0,6.546585338965662e-09,0.0010518009072831077,4.552725182233606e-07,1.6199187545951162e-25,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at user; consumption mix - Portland General Electric Company - BA,ada5f6f3-eba8-35da-9ec4-df88c836ab68,,UNIT_PROCESS,Electricity distribution to end user in the Portland General Electric Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.07366857538026038,0.00016065574470679447,1.1427123505998054e-05,3.3384959117157527e-10,0.005321873372007839,0.0675003979868741,0.00021430494468800313,5.81691881991853e-07,0.07366857538026038,0.00016065574470679447,1.1427123505998054e-05,3.3384959117157527e-10,0.005321873372007839,0.0675003979868741,0.00021430494468800313,5.81691881991853e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Florida Municipal Power Pool - BA,d1e20ef2-31c8-3305-969a-e008341a50e1,,UNIT_PROCESS,Electricity consumption mix using power plants in the Florida Municipal Power Pool region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.19307881457841375,0.00031928622929017794,1.8057408485123914e-05,2.074424002237289e-09,0.0077137330521644745,0.1842948051698533,0.0002933861548326307,2.0261794471099557e-06,0.19307881457841375,0.00031928622929017794,1.8057408485123914e-05,2.074424002237289e-09,0.0077137330521644745,0.1842948051698533,0.0002933861548326307,2.0261794471099557e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
22: Utilities/2212: Natural Gas Distribution,natural gas extraction and processing - Permian,830a756a-1b95-38da-bc4b-86f0ca4ee07c,,LCI_RESULT,"The cradle-to-gate inventory for production of gas aggregated to basin. The NETL natural gas life cycle model includes parameters to generate inventories for natural gas extraction based on basin and geology which determines the gas extraction type (e.g., Appalachian Shale using hydraulic fracturing). 2016 natural gas production then informs the amount of each type of technology/region that form the mix in the regions. These can be further aggregated to a US average. More details are in the natural gas upstream report at the link below
https://www.netl.doe.gov/energy-analysis/details?id=3198 This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.013944752874751132,8.870923371087726e-05,5.454795713643437e-06,0.0,0.002923034878263919,0.009831002454284692,0.00014565265415439972,1.3387208569398319e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Duke Energy Progress East - BA,b55ec9c6-062f-3cd6-aee0-940f3c589726,,UNIT_PROCESS,Electricity consumption mix using power plants in the Duke Energy Progress East region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.11338250286149384,0.0002279536716446936,1.3616067480740098e-05,2.0883271951203353e-09,0.004782117713094582,0.10399120767167506,0.0003177720275880667,1.6010698197514289e-06,0.11338250286149384,0.0002279536716446936,1.3616067480740098e-05,2.0883271951203353e-09,0.004782117713094582,0.10399120767167506,0.0003177720275880667,1.6010698197514289e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Tampa Electric Company - BA,c06b0df8-1d75-39c6-aa87-49100c889658,,UNIT_PROCESS,Electricity consumption mix using power plants in the Tampa Electric Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.20814820242084703,0.0004165862757768322,2.1455270583514478e-05,1.9302590292389524e-09,0.008990956391622028,0.19800763485622053,0.00033761484910407885,2.4710269672715476e-06,0.20814820242084703,0.0004165862757768322,2.1455270583514478e-05,1.9302590292389524e-09,0.008990956391622028,0.19800763485622053,0.00033761484910407885,2.4710269672715476e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; generation mix - Western Area Power Administration - Desert Southwest Region,a09a80f0-84ca-3b65-81d9-984eb4fd5d14,,UNIT_PROCESS,Electricity generation mix in the Western Area Power Administration - Desert Southwest Region region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.05770811315687669,0.00011046678108754041,7.019492373784607e-06,1.0886078351395902e-09,0.0029770093129564412,0.05411717325017586,0.0001213868362385705,6.662175259974202e-07,0.05770811315687669,0.00011046678108754041,7.019492373784607e-06,1.0886078351395902e-09,0.0029770093129564412,0.05411717325017586,0.0001213868362385705,6.662175259974202e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Southeast - FERC,f6579b75-679d-38ed-b7b8-e5026887b008,,UNIT_PROCESS,Electricity consumption mix using power plants in the Southeast region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.1535067335738191,0.0002842978360387874,1.6508088923289737e-05,1.7758169617315137e-09,0.00648693394233186,0.14606593207437216,0.0002477154849143057,1.722509203669174e-06,0.1535067335738191,0.0002842978360387874,1.6508088923289737e-05,1.7758169617315137e-09,0.00648693394233186,0.14606593207437216,0.0002477154849143057,1.722509203669174e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; generation mix - Florida Municipal Power Pool,df4f9548-b463-3033-9dc7-98fd2ddb11d7,,UNIT_PROCESS,Electricity generation mix in the Florida Municipal Power Pool region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.19593042405142885,0.00029493615490702057,1.6962384658144307e-05,2.232238962009043e-09,0.007155259805728367,0.18638762291076155,0.00032011245968388194,2.0747688315199763e-06,0.19593042405142885,0.00029493615490702057,1.6962384658144307e-05,2.232238962009043e-09,0.007155259805728367,0.18638762291076155,0.00032011245968388194,2.0747688315199763e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Seminole Electric Cooperative - BA,db2921f6-74d4-3e2f-9524-417d2e19c826,,UNIT_PROCESS,Electricity consumption mix using power plants in the Seminole Electric Cooperative region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.23826007086347045,0.0003683139722551601,1.5880320952480237e-05,3.6167272615911398e-09,0.006255091527290164,0.22918081447780134,0.0002922408893506119,3.248360805139835e-06,0.23826007086347045,0.0003683139722551601,1.5880320952480237e-05,3.6167272615911398e-09,0.006255091527290164,0.22918081447780134,0.0002922408893506119,3.248360805139835e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
22: Utilities/2212: Natural Gas Distribution,natural gas extraction and processing - Piceance,f7cbad89-16f4-3c18-90b9-f7340aab68e4,,LCI_RESULT,"The cradle-to-gate inventory for production of gas aggregated to basin. The NETL natural gas life cycle model includes parameters to generate inventories for natural gas extraction based on basin and geology which determines the gas extraction type (e.g., Appalachian Shale using hydraulic fracturing). 2016 natural gas production then informs the amount of each type of technology/region that form the mix in the regions. These can be further aggregated to a US average. More details are in the natural gas upstream report at the link below
https://www.netl.doe.gov/energy-analysis/details?id=3198 This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.017510154955510757,8.566253973356967e-05,5.29742495190162e-06,0.0,0.0029668314657371924,0.009604434626735877,0.00028113940810250195,1.2761094521303496e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at user; consumption mix - PJM - FERC,a2522eb7-a557-3242-8d26-042fc4b41195,,UNIT_PROCESS,Electricity distribution to end user in the PJM region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.15723886174669735,0.0003224438442248807,1.56418562419157e-05,2.089768104765269e-09,0.00546655129180878,0.14508785533098392,0.0004121015487154048,2.0765270432827823e-06,0.15723886174669735,0.0003224438442248807,1.56418562419157e-05,2.089768104765269e-09,0.00546655129180878,0.14508785533098392,0.0004121015487154048,2.0765270432827823e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - South Carolina Public Service Authority - BA,a32b02de-c81f-3fba-bb48-58f5f5d9c2c8,,UNIT_PROCESS,Electricity consumption mix using power plants in the South Carolina Public Service Authority region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.2416692823486876,0.0003111316638836659,1.7509715162153545e-05,4.406973705778009e-09,0.006335417524258431,0.22928385579645144,0.00040969010511153736,3.254943531198081e-06,0.2416692823486876,0.0003111316638836659,1.7509715162153545e-05,4.406973705778009e-09,0.006335417524258431,0.22928385579645144,0.00040969010511153736,3.254943531198081e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,petroleum extraction and processing - DFO PADD 4,f38c3ec6-e800-3722-ae22-f990273aa501,,LCI_RESULT,"The cradle-to-gate inventory for production of refinery products (residual fuel oil or diesel fuel oil) for each U.S. Petroleum Administration for Defense District (PADD). The method for generating the inventory largely follows the method detailed in the journal article below, but in this case 2016 data was used for determining crude mixes new versions of the model were used. Additionally, OPGEE was used to provide only the amounts of various fuels used in the production of crude, and NETL unit processes were used for combustion of those fuels to provide a more complete inventory.
https://pubs.acs.org/doi/abs/10.1021/acs.est.6b02819
The model is constructed to provide the inventory for diesel fuel oil or residual fuel oil based on PADD. This inventory includes crude extraction (foreign and domestic), crude transportation, crude refining, and fuel transportation.  This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.01804412898832746,1.786284232070485e-05,9.241750256263667e-07,1.600844297395087e-11,0.000437350119165063,0.014510168465763605,0.00012416450792362277,1.7382584626570384e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Southwestern Power Administration - BA,ec5c89b7-509e-3fd7-9308-f51554c1b529,,UNIT_PROCESS,Electricity consumption mix using power plants in the Southwestern Power Administration region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.07974161099913006,0.0002714082612640945,7.2728309185047035e-06,1.7758478912955031e-09,0.002213415199743463,0.07718155814530837,8.02450219350805e-05,1.1402966244034409e-06,0.07974161099913006,0.0002714082612640945,7.2728309185047035e-06,1.7758478912955031e-09,0.002213415199743463,0.07718155814530837,8.02450219350805e-05,1.1402966244034409e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; generation mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,d48a6fc0-ff40-3124-997a-ba5e7955fef2,,UNIT_PROCESS,Electricity generation mix in the LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.25907253262322305,0.0003815270473441146,1.864009508141909e-05,3.2220454849971314e-09,0.006842987775288622,0.24973850275516282,0.00029303420596363716,4.074605878087619e-06,0.25907253262322305,0.0003815270473441146,1.864009508141909e-05,3.2220454849971314e-09,0.006842987775288622,0.24973850275516282,0.00029303420596363716,4.074605878087619e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,petroleum extraction and processing - DFO PADD 3,8e59a94a-d5fe-3eeb-88a9-a5e3544951d8,,LCI_RESULT,"The cradle-to-gate inventory for production of refinery products (residual fuel oil or diesel fuel oil) for each U.S. Petroleum Administration for Defense District (PADD). The method for generating the inventory largely follows the method detailed in the journal article below, but in this case 2016 data was used for determining crude mixes new versions of the model were used. Additionally, OPGEE was used to provide only the amounts of various fuels used in the production of crude, and NETL unit processes were used for combustion of those fuels to provide a more complete inventory.
https://pubs.acs.org/doi/abs/10.1021/acs.est.6b02819
The model is constructed to provide the inventory for diesel fuel oil or residual fuel oil based on PADD. This inventory includes crude extraction (foreign and domestic), crude transportation, crude refining, and fuel transportation.  This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.018043282657165136,2.409662669484894e-05,1.4149005051318697e-06,2.373210395637548e-11,0.0005957536186092977,0.014491081659204477,0.00012533858288289157,1.4088819009302506e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
22: Utilities/2212: Natural Gas Distribution,natural gas extraction and processing - Fort Worth,3bb3995c-5f0f-356d-8811-ed38be5b5def,,LCI_RESULT,"The cradle-to-gate inventory for production of gas aggregated to basin. The NETL natural gas life cycle model includes parameters to generate inventories for natural gas extraction based on basin and geology which determines the gas extraction type (e.g., Appalachian Shale using hydraulic fracturing). 2016 natural gas production then informs the amount of each type of technology/region that form the mix in the regions. These can be further aggregated to a US average. More details are in the natural gas upstream report at the link below
https://www.netl.doe.gov/energy-analysis/details?id=3198 This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.015668123453175288,9.29980269317159e-05,5.778304365707125e-06,0.0,0.00327651690807007,0.010160318483954182,0.00019551432781358036,1.2605203400771805e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at user; consumption mix - ERCOT - FERC,b16ca0d0-3f5c-3a24-a398-3bda3ffe06bd,,UNIT_PROCESS,Electricity distribution to end user in the ERCOT region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.18110686248134292,0.0005124120883296153,2.6743847861918648e-05,2.127460284181732e-09,0.011764443034727772,0.1705349156141438,0.00036038913849271217,1.6778511182891537e-06,0.18110686248134292,0.0005124120883296153,2.6743847861918648e-05,2.127460284181732e-09,0.011764443034727772,0.1705349156141438,0.00036038913849271217,1.6778511182891537e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
22: Utilities/2212: Natural Gas Distribution,natural gas extraction and processing - South Oklahoma,02ff55dd-7b02-307d-a1cf-1d6e8ead399c,,LCI_RESULT,"The cradle-to-gate inventory for production of gas aggregated to basin. The NETL natural gas life cycle model includes parameters to generate inventories for natural gas extraction based on basin and geology which determines the gas extraction type (e.g., Appalachian Shale using hydraulic fracturing). 2016 natural gas production then informs the amount of each type of technology/region that form the mix in the regions. These can be further aggregated to a US average. More details are in the natural gas upstream report at the link below
https://www.netl.doe.gov/energy-analysis/details?id=3198 This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.020535483318146686,0.0001720154882242959,1.0767544793283435e-05,0.0,0.006043621607633475,0.014763596140891976,0.00020493804714723758,1.2687492719234086e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; generation mix - Imperial Irrigation District,c9a7d4cf-7c57-3fe5-9d83-acbfb3434148,,UNIT_PROCESS,Electricity generation mix in the Imperial Irrigation District region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.08403075235405232,9.406342566189883e-05,5.213162520594297e-06,5.474388028046168e-11,0.002451869275203772,0.07216582926760381,0.00041202645058949607,1.1989894113915485e-06,0.08403075235405232,9.406342566189883e-05,5.213162520594297e-06,5.474388028046168e-11,0.002451869275203772,0.07216582926760381,0.00041202645058949607,1.1989894113915485e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Arizona Public Service Company - BA,b47455f1-fc68-33b2-a2a8-217485ef8bba,,UNIT_PROCESS,Electricity consumption mix using power plants in the Arizona Public Service Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.22020211274694926,0.00048169278263297707,2.7489550906205065e-05,2.984726787842652e-09,0.013343198158571214,0.20868828629675587,0.00038100508003969976,3.0143064056625898e-06,0.22020211274694926,0.00048169278263297707,2.7489550906205065e-05,2.984726787842652e-09,0.013343198158571214,0.20868828629675587,0.00038100508003969976,3.0143064056625898e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/SOLAR","Electricity - SOLAR - PJM Interconnection, LLC",3e49a20b-f854-3f24-8d13-5196cf29ded9,,UNIT_PROCESS,"Electricity from SOLAR produced at generating facilities in the PJM Interconnection, LLC region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.010825421596848746,0.0024328202816535876,0.00015394929627671403,2.27936189431263e-10,0.004018636340541573,0.009936399165047677,2.340124236291897e-05,3.2446550765264875e-08,0.010825421596848746,0.0024328202816535876,0.00015394929627671403,2.27936189431263e-10,0.004018636340541573,0.009936399165047677,2.340124236291897e-05,3.2446550765264875e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/WIND","Electricity - WIND - NaturEner Power Watch, LLC (GWA)",233a4cf3-6a35-34a2-9377-760b26502a82,,UNIT_PROCESS,"Electricity from WIND produced at generating facilities in the NaturEner Power Watch, LLC (GWA) region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.00691552453416613,1.9484880169427497e-05,1.2568381900493889e-05,3.603532842460728e-12,0.00021116424422492562,0.006464436099739388,1.5221150380369805e-05,2.3376397231037303e-08,0.00691552453416613,1.9484880169427497e-05,1.2568381900493889e-05,3.603532842460728e-12,0.00021116424422492562,0.006464436099739388,1.5221150380369805e-05,2.3376397231037303e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/SOLAR",Electricity - SOLAR - Western Area Power Administration - Rocky Mountain Region,6f21f09e-1be2-30d2-8b7f-609883f1087d,,UNIT_PROCESS,Electricity from SOLAR produced at generating facilities in the Western Area Power Administration - Rocky Mountain Region region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.004546563618925962,1.4886470837717252e-05,8.122271843156708e-07,1.1418564094500308e-10,0.0002362577467824801,0.004190950589741997,1.1035288614616842e-05,1.8588655986571604e-08,0.004546563618925962,1.4886470837717252e-05,8.122271843156708e-07,1.1418564094500308e-10,0.0002362577467824801,0.004190950589741997,1.1035288614616842e-05,1.8588655986571604e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
