name,UUID,declared_qty,declared_unit,conversion_factor,converted_unit
"blow moulding | blow moulding | EN15804, U",e3716672-40aa-4da2-bff5-aae3d33ae904,1,kg,6.12,MJ
"natural gas, high pressure, import from AZ | natural gas, high pressure | EN15804, U",afb3a14b-c73b-4705-a4a8-17cba7fd075b,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",db9f153e-a5fd-49cc-8a94-7de667514bfe,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",34de43c1-d356-4f24-893b-b0f0dc5eca81,1,m3,40,MJ
"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804, U",9589c297-8365-456b-9c09-eccc75384d62,1,m3,40,MJ
"natural gas, high pressure, import from LY | natural gas, high pressure | EN15804, U",02c5f093-ec17-44c0-8bad-3824812a1656,1,m3,40,MJ
"natural gas, high pressure, import from VE | natural gas, high pressure | EN15804, U",acfb3ba9-1878-4023-acbe-c4cd0dafb363,1,m3,40,MJ
"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804, U",d27c4af7-d028-4fca-89f7-8d09909c2ec1,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",8559e3bd-aa14-42b4-aa37-927f793d3cc4,1,m3,40,MJ
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",9953e83d-7089-4d3d-8733-4ef566118ca7,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",3b34d04b-cf3f-4c70-9b3c-2346ecd2566b,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",e8f01b70-cc66-44c5-a167-411d3967c57a,1,m3,40,MJ
"natural gas, high pressure, import from DE | natural gas, high pressure | EN15804, U",99f1cda2-198e-48ad-a8e2-af419a652b1a,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",db236b9a-4692-42df-a4f2-bff88ab4d0e2,1,m3,40,MJ
"evaporation of natural gas, import from DZ | natural gas, high pressure | EN15804, U",191a73d4-247c-4a8c-bf83-c8f428604eab,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",db23f7dd-6a94-434f-bba8-68e3714b9994,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",c15a8a31-ee5e-482c-ad23-16fffe0f3555,1,m3,40,MJ
"evaporation of natural gas, import from US | natural gas, high pressure | EN15804, U",99a5299f-8693-408a-b83d-821aec4364c9,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",7e530834-e583-4804-8654-c254731b8b98,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",9a913f8d-6a9f-4ac2-84d5-a4b07a2d738b,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",c7fede4a-7867-494e-a73c-0cbd5b3eb8f8,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",8238021f-e922-491f-9400-ac0821aec360,1,m3,40,MJ
"natural gas, high pressure, import from IR | natural gas, high pressure | EN15804, U",650b7cd0-9287-4ed4-9514-6dff2435af3c,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",a472675b-2369-4ba8-b76d-eea96641fab8,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",f87a207b-24cb-44f7-8012-6affc67fb008,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",0f3585b9-4d21-4cd9-9847-218d73f2e688,1,m3,40,MJ
"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804, U",4dbbc538-c3da-42e2-bd50-1232ad897208,1,m3,40,MJ
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",cba738fe-517b-4cb1-b8eb-d347dbc042c3,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",b10ddc40-b7d6-45c6-9ea2-5f74148f684d,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",7db6080a-1d25-4306-951c-e83b71489249,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",928e9e7d-d47b-4388-af8f-6b7ebcdca097,1,m3,40,MJ
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",4d25f17f-aabb-478e-9b92-bfd6d9e17029,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",e8962867-963b-489c-ae24-49fb7272e8be,1,m3,40,MJ
"natural gas, high pressure, import from NL | natural gas, high pressure | EN15804, U",c2ff6905-81a0-483a-915f-864d2c1f1d82,1,m3,40,MJ
"evaporation of natural gas, import from MY | natural gas, high pressure | EN15804, U",7a39ce69-479c-4892-90cb-fac16bc8a234,1,m3,40,MJ
"natural gas, high pressure, domestic supply with seasonal storage | natural gas, high pressure | EN15804, U",0ea50787-51ff-48e2-9254-d521c4095d3d,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",d09aa2ea-0d4b-4ecd-8f80-a952ee840e11,1,m3,40,MJ
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",c361b7cf-7f0c-4ea0-9999-747bd82869ec,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",1a629d7a-0ec5-44cd-aaaa-aabf554b44bd,1,m3,40,MJ
"natural gas, high pressure, import from NL | natural gas, high pressure | EN15804, U",9fe9ca2d-9541-4460-bfe3-719dfc02b9d7,1,m3,40,MJ
"market group for natural gas, high pressure | natural gas, high pressure | EN15804, U",0bca43f9-2ead-41ef-9c35-4b48e6652b0d,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",49597292-e1b8-4718-9a9c-ff591878eb65,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",4e5b1f18-23e9-40ae-b777-ef294a33b1a4,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",73ae4133-379f-4a93-b98e-73a08e3f20e1,1,m3,40,MJ
"evaporation of natural gas, import from ID | natural gas, high pressure | EN15804, U",1f5d3bba-639c-4220-bd18-03249dd85147,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",40a143a0-9b75-4a29-9a2d-c975366e6e27,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",3229406d-0d7d-4d73-8039-723f2bbd2f44,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",03ef9c4a-dc0c-4da2-bef8-f8423fb189d0,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",043fd5f6-42f3-4c11-b136-6b85a4c00fe9,1,m3,40,MJ
"natural gas, high pressure, import from RO | natural gas, high pressure | EN15804, U",5e11b3ef-2f76-493d-b021-e1ee85db4cdb,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",93f5621f-9b70-4257-bd7e-fb2245d8e315,1,m3,40,MJ
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",18a34bbc-de8b-42d0-838a-cc8a41d1475d,1,m3,40,MJ
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",9c03875d-930d-4063-90d1-cf890fcb0fd9,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",d79604af-7474-41d5-bf07-72f79c3a78f8,1,m3,40,MJ
"natural gas, high pressure, import from DE | natural gas, high pressure | EN15804, U",7ce2e2df-0031-468c-b687-cc9cb732e272,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",4f069760-463e-4a61-9f0e-72284aa2f898,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",169b2cb2-1d2b-4887-ac1b-7c682aaf7ed2,1,m3,40,MJ
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",87444f42-d817-4ed4-afdb-9e918c454d69,1,m3,40,MJ
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",97f549a7-83ee-4c12-a6fd-0f82d8bde0e6,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",4f2a7511-9ee7-40f6-a4c4-323b30992458,1,m3,40,MJ
"natural gas, high pressure, import from DZ | natural gas, high pressure | EN15804, U",8c53dc55-26f2-4648-bc97-e5729228dc93,1,m3,40,MJ
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",c5c619d4-036c-431f-93a0-9806a94fd562,1,m3,40,MJ
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",b90eaafa-98c7-4a45-99ff-ed61e240b68e,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",4db60171-776e-486d-9f10-42f3abd3296b,1,m3,40,MJ
"natural gas, high pressure, import from ID | natural gas, high pressure | EN15804, U",1556be51-8865-4899-88f1-a0f06f8297e3,1,m3,40,MJ
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",923cdd42-cde4-44f1-ae91-fae485375f9f,1,m3,40,MJ
"evaporation of natural gas, import from NO | natural gas, high pressure | EN15804, U",ba75226a-d955-4c34-b49a-34251095e829,1,m3,40,MJ
"natural gas, high pressure, import from FI | natural gas, high pressure | EN15804, U",49c2aef9-3112-4c8c-8f52-3358132c8be6,1,m3,40,MJ
"natural gas, high pressure, import from BE | natural gas, high pressure | EN15804, U",42c2a2d6-3757-4bbf-8735-6b70100dbedf,1,m3,40,MJ
"natural gas, high pressure, import from DZ | natural gas, high pressure | EN15804, U",79006de6-d8f3-462b-ada7-3690172602f5,1,m3,40,MJ
"natural gas, high pressure, import from DZ | natural gas, high pressure | EN15804, U",93d298f5-45cb-497a-baf9-f663a9e0f516,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",bfe167b5-06e6-444f-ac1c-861be5d58bbb,1,m3,40,MJ
"natural gas, high pressure, import from MY | natural gas, high pressure | EN15804, U",dc124b8d-ea57-4ec5-8a01-6ebf8eb2d0dd,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",5ccae7b7-3b61-482a-a4cb-04473da6d460,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",58749b1d-588e-4e01-8377-e832f330794f,1,m3,40,MJ
"natural gas, high pressure, import from CN | natural gas, high pressure | EN15804, U",c4e54bfc-933a-491a-814a-72ded22250fe,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",eeffa7c5-89df-4663-b467-84ef1016af17,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",6d456a3e-3ba1-44f2-85ab-c3f205994cad,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",7331aafb-2cd7-40cb-a614-adb18f7c0004,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",8c7644e5-a8ca-4444-bcd0-f4b9d38e5f97,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",828d22af-8e95-401b-a0da-53f4f2ccabf4,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",b43d6ab1-2585-4de2-88fe-4f080df9eeef,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",3f64beeb-a851-4c73-b51e-15c2ff50ed81,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",1f840d76-8c70-443b-a07d-14d81108406f,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",7a97cf6a-77fb-4a41-bae4-5874a6e7061b,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",24a846ba-46b4-4a52-8fa6-b63ccc1b9b54,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",708e203f-a5a1-4588-bced-14ad2e3b7928,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",524b2c70-dc59-4b62-aa3b-3c271ddbab7e,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",29de54c4-669f-429d-a1a3-983b88e9e4ac,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",a4e66fb7-17b1-43e3-a57c-5f9195aaff55,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",318d3ba9-41f1-4bef-8e9c-d861ce929413,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",23bbb405-7e6f-4aad-8432-c9f1772469a3,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",3758c868-c67d-4a2f-bd33-4a18962f1894,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",904a6389-d4cc-4b5c-b882-304a7cc53f22,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",dc676889-e674-4aae-916f-8a30bcd379bb,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",6d0e8488-3a19-4650-af5d-4bbc697db137,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",f33262de-0352-459a-84c3-03c6c7c88729,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",976548b4-6b77-4a48-aaaa-745040c2ff46,1,m3,40,MJ
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",809a94a9-d622-4702-89b0-61797d7c5e50,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",1c6be94c-9975-4331-8d7c-f05180e5f802,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",c5e0ec36-fb00-412f-ba3c-66b3716a1cb7,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",f7abc96d-e135-4c6d-bcc2-aad567eaa13d,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",78c0fa9a-e557-4cf5-94a3-166e431104f5,1,m3,40,MJ
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",4c089ae4-acf3-43ec-a4cb-2af3859eee30,1,m3,40,MJ
"market for natural gas, high pressure, vehicle grade | natural gas, high pressure, vehicle grade | EN15804, U",82e55cd9-956e-4232-b47f-e3c9b1a8cb7c,1,kg,46.5,MJ
"natural gas production, high pressure, vehicle grade | natural gas, high pressure, vehicle grade | EN15804, U",816d7d1e-e15f-4130-a920-937008bafff3,1,kg,46.5,MJ
"natural gas production, high pressure, vehicle grade | natural gas, high pressure, vehicle grade | EN15804, U",cc09eb7d-c537-437a-8417-a4043f5ee5bf,1,kg,46.5,MJ
"natural gas production, low pressure, vehicle grade | natural gas, low pressure, vehicle grade | EN15804, U",c514f5dc-d348-45a2-8a71-d29b25a7fb7e,1,kg,46.5,MJ
"natural gas production, low pressure, vehicle grade | natural gas, low pressure, vehicle grade | EN15804, U",ec6a7d61-3381-40ef-aaaa-fe3c0a0e5778,1,kg,46.5,MJ
"market for natural gas, low pressure, vehicle grade | natural gas, low pressure, vehicle grade | EN15804, U",c2bc4d11-9bdf-4724-a1b6-d7e4f0e1fa59,1,kg,46.5,MJ
"market for natural gas, medium pressure, vehicle grade | natural gas, medium pressure, vehicle grade | EN15804, U",a4aef16e-d3c4-44f0-afe5-7ef4872768f4,1,kg,46.5,MJ
"natural gas production, medium pressure, vehicle grade | natural gas, medium pressure, vehicle grade | EN15804, U",020586dd-1fe0-45cd-b79e-6ca1b0248f0a,1,kg,46.5,MJ
"natural gas production, medium pressure, vehicle grade | natural gas, medium pressure, vehicle grade | EN15804, U",581c0191-27c3-4e0b-8481-d189e5d3ec26,1,kg,46.5,MJ
"market for machine operation, diesel, < 18.64 kW, high load factor | machine operation, diesel, < 18.64 kW, high load factor | EN15804, U",c2ec8b49-c9c4-4fa0-bde4-ef16480dcc8a,1,h,68.407,MJ
"machine operation, diesel, < 18.64 kW, high load factor | machine operation, diesel, < 18.64 kW, high load factor | EN15804, U",597113b1-3e48-4342-b277-cdebf55344c5,1,h,68.407,MJ
"market for machine operation, diesel, < 18.64 kW, low load factor | machine operation, diesel, < 18.64 kW, low load factor | EN15804, U",3026cabd-da0c-4a5e-a218-83395c1df20c,1,h,39.439,MJ
"machine operation, diesel, < 18.64 kW, low load factor | machine operation, diesel, < 18.64 kW, low load factor | EN15804, U",3579ea17-0f82-4ff0-8d94-6e2329645d5e,1,h,39.439,MJ
"machine operation, diesel, < 18.64 kW, steady-state | machine operation, diesel, < 18.64 kW, steady-state | EN15804, U",0f93b6cb-5e50-45ab-b6ef-c99f3867b471,1,h,48.451,MJ
"market for machine operation, diesel, < 18.64 kW, steady-state | machine operation, diesel, < 18.64 kW, steady-state | EN15804, U",6d34fc1f-f9a6-46d2-bd9c-9a3d7507992c,1,h,48.451,MJ
"market for machine operation, diesel, < 18.64 kW, underground mining | machine operation, diesel, < 18.64 kW, underground mining | EN15804, U",f9d02f70-c2c0-4702-8cc5-9f72988b5a6d,1,h,44.528,MJ
"machine operation, diesel, < 18.64 kW, underground mining | machine operation, diesel, < 18.64 kW, underground mining | EN15804, U",9241e4c7-bd2e-4f61-adb9-57c6eed90a49,1,h,44.528,MJ
"machine operation, diesel, >= 18.64 kW and < 74.57 kW, high load factor | machine operation, diesel, >= 18.64 kW and < 74.57 kW, high load factor | EN15804, U",148e864a-7402-4ebb-98cb-4ab56b847c4e,1,h,334.916,MJ
"market for machine operation, diesel, >= 18.64 kW and < 74.57 kW, high load factor | machine operation, diesel, >= 18.64 kW and < 74.57 kW, high load factor | EN15804, U",8cdbb26c-b337-4ac7-b917-5d5494ec96bf,1,h,334.916,MJ
"machine operation, diesel, >= 18.64 kW and < 74.57 kW, low load factor | machine operation, diesel, >= 18.64 kW and < 74.57 kW, low load factor | EN15804, U",ed4031cd-0ac4-4d8d-838d-49fddd3cbaa4,1,h,136.026,MJ
"market for machine operation, diesel, >= 18.64 kW and < 74.57 kW, low load factor | machine operation, diesel, >= 18.64 kW and < 74.57 kW, low load factor | EN15804, U",73e52e20-4141-4249-8222-badabaeb2632,1,h,136.026,MJ
"machine operation, diesel, >= 18.64 kW and < 74.57 kW, steady-state | machine operation, diesel, >= 18.64 kW and < 74.57 kW, steady-state | EN15804, U",6b73ee50-55e6-4f43-a5ee-0b3f7a5dc77a,1,h,215.843,MJ
"market for machine operation, diesel, >= 18.64 kW and < 74.57 kW, steady-state | machine operation, diesel, >= 18.64 kW and < 74.57 kW, steady-state | EN15804, U",61e51ed0-9dc2-431e-b692-e7ed007a336a,1,h,215.843,MJ
"market for machine operation, diesel, >= 18.64 kW and < 74.57 kW, underground mining | machine operation, diesel, >= 18.64 kW and < 74.57 kW, underground mining | EN15804, U",453a9348-a633-4c06-8126-42ddf2be1b86,1,h,157.337,MJ
"machine operation, diesel, >= 18.64 kW and < 74.57 kW, underground mining | machine operation, diesel, >= 18.64 kW and < 74.57 kW, underground mining | EN15804, U",e857d24f-4697-4192-b6c8-34aba0793caf,1,h,157.337,MJ
"market for machine operation, diesel, >= 74.57 kW, high load factor | machine operation, diesel, >= 74.57 kW, high load factor | EN15804, U",b652030c-4211-4b09-91bb-b6e611647165,1,h,1606.895,MJ
"machine operation, diesel, >= 74.57 kW, high load factor | machine operation, diesel, >= 74.57 kW, high load factor | EN15804, U",a68c080c-bf8a-4ead-bdcf-0308699103f6,1,h,1606.895,MJ
"market for machine operation, diesel, >= 74.57 kW, low load factor | machine operation, diesel, >= 74.57 kW, low load factor | EN15804, U",5a661950-8cda-4409-ab88-01cfdeac5d93,1,h,254.485,MJ
"machine operation, diesel, >= 74.57 kW, low load factor | machine operation, diesel, >= 74.57 kW, low load factor | EN15804, U",95b6f579-7ef6-4305-af1f-e14a58859882,1,h,254.485,MJ
"machine operation, diesel, >= 74.57 kW, steady-state | machine operation, diesel, >= 74.57 kW, steady-state | EN15804, U",3918d781-baa4-4c25-93a8-ef18db052f37,1,h,876.14,MJ
"market for machine operation, diesel, >= 74.57 kW, steady-state | machine operation, diesel, >= 74.57 kW, steady-state | EN15804, U",d07b5e12-c285-48fe-97dd-a9ba89adf55f,1,h,876.14,MJ
"combine harvesting | combine harvesting | EN15804, U",dc0abd98-39e6-4497-bb52-3c3f213f4c72,1,m2,0.142,MJ
"combine harvesting | combine harvesting | EN15804, U",d2f30b70-f706-41a3-b7dc-d7b26babb02e,1,m2,0.142,MJ
"combine harvesting | combine harvesting | EN15804, U",6cc2655a-ced4-48e3-9070-c25d6e0a858a,1,m2,0.066,MJ
"market for combine harvesting | combine harvesting | EN15804, U",53fdc0ea-b8f7-4094-99b5-84f449ed1010,1,m2,0.135,MJ
"combine harvesting | combine harvesting | EN15804, U",dd6e6567-8ccb-404e-b14c-ccf0e2ec3805,1,m2,0.017,MJ
"combine harvesting | combine harvesting | EN15804, U",52f30202-7c8c-4309-b2ff-ba98b662d92a,1,m2,0.066,MJ
"combine harvesting | combine harvesting | EN15804, U",6e70ed03-8242-43a8-b62f-4ac3511f03fc,1,m2,0.023,MJ
"sowing | sowing | EN15804, U",14bd0317-df46-49b4-8765-f1eb9e865c17,1,m2,0.004,MJ
"sowing | sowing | EN15804, U",1b2acf6b-9ce4-4617-be31-54f472a2a6aa,1,m2,0.015,MJ
"sowing | sowing | EN15804, U",2e36afd6-2362-454f-93a7-86b41b4fba7b,1,m2,0.016,MJ
"sowing | sowing | EN15804, U",18c3d51d-42ad-4269-b242-4ddb06b0bf35,1,m2,0.027,MJ
"market for sowing | sowing | EN15804, U",6e2a73ce-3136-44d9-bdcf-68ebf3e721a6,1,m2,0.016,MJ
"sowing | sowing | EN15804, U",857d1f93-7b93-47aa-9070-d1a618a3aae2,1,m2,0.016,MJ
"sowing | sowing | EN15804, U",aa004341-5df7-4dc2-86e1-54a10c5d37d5,1,m2,0.027,MJ
"application of plant protection product, by field sprayer | application of plant protection product, by field sprayer | EN15804, U",2cb2c64d-ff87-4f9e-afb6-810d639114d4,1,m2,0.038,MJ
"application of plant protection product, by field sprayer | application of plant protection product, by field sprayer | EN15804, U",fa1f0f97-6ac9-4ce1-9230-01d671a4c0ba,1,m2,0.008,MJ
"application of plant protection product, by field sprayer | application of plant protection product, by field sprayer | EN15804, U",cca4b4a8-575c-408b-98f4-5ff0ed248704,1,m2,0.007,MJ
"application of plant protection product, by field sprayer | application of plant protection product, by field sprayer | EN15804, U",e49d77b8-5130-41ce-8804-93609ee1d5c8,1,m2,0.001,MJ
"market for application of plant protection product, by field sprayer | application of plant protection product, by field sprayer | EN15804, U",cd896d33-cad7-4d58-97bc-9deda98bfd61,1,m2,0.002,MJ
"application of plant protection product, by field sprayer | application of plant protection product, by field sprayer | EN15804, U",df0f5bf0-c319-461e-b61f-9769aba8fc66,1,m2,0.007,MJ
"application of plant protection product, by field sprayer | application of plant protection product, by field sprayer | EN15804, U",caf2b8bc-27b4-4e8e-84b8-813808726111,1,m2,0.001,MJ
"chopping, maize | chopping, maize | EN15804, U",e8345eea-765c-4868-b177-e8d5fc2d290f,1,m2,0.225,MJ
"chopping, maize | chopping, maize | EN15804, U",facf1a6a-4aba-4974-a372-4351381c0ccc,1,m2,0.225,MJ
"market for chopping, maize | chopping, maize | EN15804, U",c71ffa45-5d6f-47e9-826b-80356ce282c3,1,m2,0.225,MJ
"fertilising, by broadcaster | fertilising, by broadcaster | EN15804, U",39839de8-afb3-49c0-9bb6-8d129c44662a,1,m2,0.011,MJ
"fertilising, by broadcaster | fertilising, by broadcaster | EN15804, U",6e35fb0f-1b6a-4b2c-92b4-cca7dd2e3eb8,1,m2,0.011,MJ
"fertilising, by broadcaster | fertilising, by broadcaster | EN15804, U",69524a9f-d2e4-4f42-be78-45f54ae599bc,1,m2,0.003,MJ
"fertilising, by broadcaster | fertilising, by broadcaster | EN15804, U",b5207b88-bca8-4958-b32b-e0698a93c284,1,m2,0.023,MJ
"fertilising, by broadcaster | fertilising, by broadcaster | EN15804, U",3c5d3e2c-499d-4dee-8636-8a4a363bcb89,1,m2,0.023,MJ
"market for fertilising, by broadcaster | fertilising, by broadcaster | EN15804, U",7554ddc5-a9fa-4a87-8412-094a5e92b494,1,m2,0.022,MJ
"fertilising, by broadcaster | fertilising, by broadcaster | EN15804, U",1c634156-1248-4ae6-8d7d-5c5efb517e32,1,m2,0.011,MJ
"fertilising, by rig fertiliser, sugarcane | fertilising, by rig fertiliser, sugarcane | EN15804, U",1d4a6e70-82b8-4fff-a964-88b3e3a754ba,1,m2,0.047,MJ
"market for fertilising, by rig fertiliser, sugarcane | fertilising, by rig fertiliser, sugarcane | EN15804, U",b5db4d65-1607-4756-9a39-fae618e79292,1,m2,0.047,MJ
"fertilising, by rig fertiliser, sugarcane | fertilising, by rig fertiliser, sugarcane | EN15804, U",bcd9ab8d-840f-48af-a306-34dcd1bedb4b,1,m2,0.047,MJ
"fertilising, by stool splitter, sugarcane | fertilising, by stool splitter, sugarcane | EN15804, U",9f90168b-0214-4634-88c8-adfbafe3752f,1,m2,0.052,MJ
"fertilising, by stool splitter, sugarcane | fertilising, by stool splitter, sugarcane | EN15804, U",f2cf05ae-db54-4589-88fc-ef3601586e75,1,m2,0.052,MJ
"market for fertilising, by stool splitter, sugarcane | fertilising, by stool splitter, sugarcane | EN15804, U",b2215ca4-087e-469a-8d50-c73c7461299b,1,m2,0.052,MJ
"field leveling, sugarcane | field leveling, sugarcane | EN15804, U",712c2d7b-3ca0-4c06-bbcd-2d01be04a0b2,1,m2,0.036,MJ
"market for field leveling, sugarcane | field leveling, sugarcane | EN15804, U",f8a00207-bad5-43cf-b45a-f57806fc29d9,1,m2,0.036,MJ
"field leveling, sugarcane | field leveling, sugarcane | EN15804, U",8bd99b7d-cacb-4312-9857-8038b2a6cc0f,1,m2,0.036,MJ
"market for fodder loading, by self-loading trailer | fodder loading, by self-loading trailer | EN15804, U",2c872df8-1764-40a4-a430-762c5b591e6c,1,m3,4.591,MJ
"fodder loading, by self-loading trailer | fodder loading, by self-loading trailer | EN15804, U",90bcb1e5-0b14-4b11-aeee-6f1d6a273544,1,m3,4.526,MJ
"fodder loading, by self-loading trailer | fodder loading, by self-loading trailer | EN15804, U",9aadef6d-16cb-44fc-b95b-ee75d994b67b,1,m3,54.656,MJ
"fodder loading, by self-loading trailer | fodder loading, by self-loading trailer | EN15804, U",b388a489-ccba-4a90-a4b1-26518b9a1437,1,m3,4.526,MJ
"furrow covering, for sugarcane | furrow covering, sugarcane | EN15804, U",90b0d2c1-304f-4bfe-9887-e3896c736268,1,m2,0.044,MJ
"furrow covering, for sugarcane | furrow covering, sugarcane | EN15804, U",06f156bd-d1d5-4315-b549-aa8a66324370,1,m2,0.044,MJ
"market for furrow covering, sugarcane | furrow covering, sugarcane | EN15804, U",2e38e49d-e5bb-49c7-ad7e-2af74da6a389,1,m2,0.044,MJ
"furrowing, sugarcane | furrowing, sugarcane | EN15804, U",f017d637-c129-40ca-a303-e1fb6bef440d,1,m2,0.029,MJ
"market for furrowing, sugarcane | furrowing, sugarcane | EN15804, U",ce774a1a-57fc-4feb-9d24-a2649e041d7f,1,m2,0.029,MJ
"furrowing, sugarcane | furrowing, sugarcane | EN15804, U",b822018f-dced-4afd-8270-450aa1a6d4fe,1,m2,0.029,MJ
"market for harvesting, by complete harvester, beets | harvesting, by complete harvester, beets | EN15804, U",9948ff7d-38c7-431a-9bc1-e423c16ec60a,1,m2,0.44,MJ
