Category,Name,UUID,Location,Process Type,Description,Amount,Unit,GWP [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],CH4 [kg],N2O [kg],electricity_GWP,electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_CO2,electricity_CH4,electricity_N2O,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP,nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP,renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_CO2,renewable fuel combustion_CH4,renewable fuel combustion_N2O,renewable fuel combustion_qty,renewable fuel combustion_unit
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - Florida Municipal Power Pool,b02ee182-7702-3863-ab30-0880a89e9cd4,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),14794.595818361495,43.759530358156105,41.85010042937843,0.00330254879350356,898.1904834698928,12880.099096533188,50.39379972551009,0.4108196382971491,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - Public Service Company of Colorado,2817aa91-8bbb-3df9-8d86-9fef3e71f196,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),12851.85005532749,38.013267111805334,36.35457312400816,0.0028688760690463483,780.245000025666,11188.7546181533,43.7763603508965,0.3568730403993946,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - Salt River Project,3ffc772b-95de-34c4-99ec-5b91948bca47,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),13.544046597029796,0.07391675610647762,0.06495868014911009,3.5638925447260544e-07,1.4642512820979143,12.480807951153626,0.030504183041107864,0.00023497316068613744,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,"power plant construction - solar_pv_const - Southern Company Services, Inc. - Trans",325bd294-8024-35d1-9762-a2bd0f043e28,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),31.51614355912689,0.16727747959021227,0.09489013809251695,7.303247559741088e-07,4.15402800983324,29.01946593327165,0.06668103542120832,0.000535993263876434,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - wind_const - ISO New England Inc.,2f4eb3e2-4223-3815-9172-eae99fddad17,,LCI_RESULT,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),32.55051898017865,0.18351638187624533,0.22153759106533424,1.2527608149806508e-07,2.929460840522942,30.07570457711934,0.07519393852938812,0.0003893982467439097,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - Dominion Energy South Carolina,82a30953-d05f-3958-a28b-2b279fefbdc8,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),13695.93807654809,40.509914931255494,38.74228069594977,0.0030572990520272812,831.490186929003,11923.61331203021,46.651518497447626,0.38031186494223423,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - US Average,b5ffd6d3-9832-3954-9b01-175120af454c,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),29.32263462479421,0.15892567836436897,0.09394608023081882,7.225899243389978e-07,3.984270941461501,26.97304781622876,0.06208206586103965,0.0005195625848380752,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - Portland General Electric Company,b675a1b0-eb8e-33e3-b7a0-d0e45d127c63,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),16409.563080931523,48.53628869758657,46.41842679384949,0.0036630526051676148,996.2362999399556,14286.081296718949,55.894750058482614,0.4556644096458426,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - South Carolina Public Service Authority,50f2d915-c737-3ecd-a6bf-e4f55809a9f2,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),41.043587378280144,0.22426830333872214,0.11408015456996756,1.0034099949063937e-06,6.02673818900176,37.72570572393121,0.08481050918383418,0.0007417933684558132,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - coal_const - Salt River Project,49da99bb-2e2c-374d-9659-a10f6bc1f9e6,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),26200.596347147566,79.84858243889437,43.45943063187485,0.005828235709595637,1651.4625778686723,22798.446872727272,85.69191345454546,0.7641567127272727,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - California Independent System Operator,a2fa51e8-27ba-30f9-9c74-98eedf5db901,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),19.485257983790305,0.10642681234039128,0.0771406805823739,5.313725922153522e-07,2.418065214249229,17.91888210958346,0.04295162664603839,0.000351747182434106,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - NorthWestern Energy (NWMT),74928f35-5b56-335d-ba20-8d6c54524bf1,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),8290.243974450665,24.520925568392595,23.450964607239555,0.0018506037996450266,503.30663540356727,7217.443804232803,28.23847975661376,0.23020534476190477,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - Western Area Power Administration - Desert Southwest Region,95ad1097-936b-30c0-a1be-cdb7ea66119f,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),21.889802653703512,0.12212600210976568,0.08830273352540997,6.60075856015321e-07,2.8536956538444738,20.090768564361994,0.048573127265990654,0.000419011809292687,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - El Paso Electric Company,370413b1-59bc-39aa-a3c3-f6fe62eacd3d,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),14035.932325310303,41.515551640292436,39.704036841964296,0.0031331948459937674,852.1314807110012,12219.610557921424,47.809617190396295,0.3897529011161494,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - JEA,b40a175f-4dea-379f-ba33-b742e9d974f2,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),35.86952921875372,0.19072469309769136,0.11224964528871736,8.417432398847273e-07,4.6785823290096324,33.02515665048223,0.07630230967267804,0.0006129087679680275,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - Florida Municipal Power Pool,28f997c8-9ba0-3c33-a31a-604ec5ef4456,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),35.7457371649317,0.19508879708667531,0.10441711956580674,9.934639215145865e-07,5.088170865421115,32.81427458113636,0.07627380718866965,0.0006640431990436938,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - Public Service Company of New Mexico,2500a035-62b8-3f63-9973-2aab7c25fb1f,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),11296.109545459229,33.411689961147275,31.953783985907204,0.002521593249904144,685.7948820320381,9834.33492452942,38.47714997423569,0.3136728907369698,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - US Average,3d8d9c18-22b9-3cda-b6d5-4ac4618d201c,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),12879.020330424586,38.093631488943615,36.431430833098055,0.0028749411998781073,781.8945268410793,11212.408920036713,43.86890856367242,0.3576275106617028,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,"power plant construction - ngcc_const - Electric Reliability Council of Texas, Inc.",8915c01d-f57b-3e6c-84f1-35d784d591de,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),12905.331567222296,38.171454998253424,36.505858544129985,0.002880814570425586,783.4919008275062,11235.315347590913,43.95853069421182,0.3583581269568073,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,"power plant construction - coal_const - Electric Reliability Council of Texas, Inc.",80d02d4d-5288-332e-9cc5-ef099ecfdc4e,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),26200.59634714757,79.84858243889435,43.45943063187485,0.005828235709595637,1651.462577868672,22798.446872727276,85.69191345454546,0.7641567127272726,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - City of Tallahassee,b5c4b502-6335-3082-b740-d8553f8a46d6,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),15.268766023830695,0.06948059620587388,0.06854882279886117,1.9610251407544748e-07,0.8223517408103784,14.215379502816319,0.035333267800810184,0.00016595898027258108,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - Duke Energy Florida Inc,3c40433b-d649-332e-a04c-f0928d6aae53,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),8290.243974450665,24.520925568392595,23.450964607239555,0.0018506037996450266,503.3066354035672,7217.443804232803,28.238479756613756,0.23020534476190474,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - wind_const - Portland General Electric Company,7d4f9464-2f61-3446-b872-89a4ff44a790,,LCI_RESULT,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),18.044554471275337,0.13533229115208809,0.2576554813357484,1.347122634545423e-07,1.24914964527584,16.684930059977095,0.043411478530488025,0.00033143678315799554,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,"power plant construction - ngcc_const - Southern Company Services, Inc. - Trans",4a087d39-4b4d-35f8-b7e5-0ab57b8017e9,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),13152.291658393404,38.90191480530291,37.20444502425076,0.0029359426564614746,798.4850244254758,11450.317533944992,44.79973362584088,0.36521576988091026,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - wind_const - Salt River Project,3e614951-ee90-3111-ac6e-3033e4c9c7dc,,LCI_RESULT,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),27.529665164434846,0.1857107373851819,0.31253334488491497,1.6207038278992983e-07,2.2649896624967196,25.425484047802758,0.06508495262789571,0.0004406229785210572,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - PacifiCorp - East,723b66d7-b2a5-312e-9b8c-fc336d091a2e,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),20.63552060768405,0.11357143440106753,0.07588160786098377,5.532445800882692e-07,2.738885796821761,18.966445101904633,0.04461197629965916,0.000378352404608001,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
