Category,Name,UUID,Location,Process Type,Description,Amount,Unit,GWP [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],NREF [MJ],CO2 [kg],CH4 [kg],N2O [kg],electricity_GWP,electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_NREF,electricity_CO2,electricity_CH4,electricity_N2O,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP,nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_NREF,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP,renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_NREF,renewable fuel combustion_CO2,renewable fuel combustion_CH4,renewable fuel combustion_N2O,renewable fuel combustion_qty,renewable fuel combustion_unit
POD|LCA EOL Material Processing:/1. All Materials EOL/Conventional,C3 RE Gypsum drywall,c9017310-71cf-3e66-beca-06b731dc0aa9,,UNIT_PROCESS,,1.0,kg,0.01845671381804211,6.623437705730343e-05,6.189558003734568e-06,2.941485517150158e-10,0.0019451531538184114,0.27589324025590356,0.017368549349926724,3.647897088896171e-05,2.2945672502230224e-07,0.015393643812693843,3.1566168290344926e-05,2.7247834894592446e-06,2.875763666373557e-10,0.0007247418933997846,0.23877866686513324,0.01435028458421327,3.549806362154396e-05,1.6416482558765128e-07,0.117396,MJ,0.003063070005348327,3.4668208766958596e-05,3.4647745142753327e-06,6.572185077667537e-12,0.0012204112604186287,0.037114573390771975,0.0030182647657135083,9.809072674179853e-07,6.529189943465083e-08,0.03434227200000001,MJ,0,0,0,0,0,0,0,0,0,0,MJ
POD|LCA EOL Material Processing:/1. All Materials EOL/Plastics,C3 RE Polyethylene,6591d65f-1f60-3de8-a0f4-4ed02f9cce64,,UNIT_PROCESS,,1.0,kg,1.037126434198632,0.0018289606040062685,0.00030663043430575164,9.891212811550043e-09,0.05128663544911025,13.03291189943593,0.8353129995587588,0.006925236024322256,2.9110266421120084e-05,0.22658537350791305,0.00046463541181740453,4.0107208676493024e-05,4.232954798709927e-09,0.010667773959886434,3.5146813889992012,0.21122773997002053,0.0005225105960852837,2.416409576267176e-06,1.728,MJ,0.08428071366873256,0.00011298285094835869,7.287452524948308e-06,1.0338243830588757e-11,0.0036001351488421074,1.408104084086086,0.07736704307367993,0.0002452820633959574,1.7209718111167892e-07,1.33847395,MJ,0,0,0,0,0,0,0,0,0,0,MJ
POD|LCA EOL Material Processing:/1. All Materials EOL/Plastics,C3 RE Polypropylene,8a46caf1-0604-395d-8f71-b82a6c375e14,,UNIT_PROCESS,,1.0,kg,0.4465520632865312,0.0008858561120698002,0.00013091793062338874,5.913663868696892e-09,0.024018166666282238,6.46474729877079,0.419537338814541,0.0008633128841711126,1.0331981451700748e-05,0.250188016581654,0.0005130349338817177,4.4285042913627716e-05,4.673887590242213e-09,0.011779000414041273,3.8807940336866182,0.23323062955023102,0.0005769387831775008,2.6681189071283407e-06,1.9080000000000001,MJ,0.06548432418397258,0.00011511360042599524,8.84314194953016e-06,1.5093884457515364e-11,0.003776595391341075,1.0776934767916178,0.060341511060203315,0.00018151929307636192,2.2682023044411086e-07,1.0241210448,MJ,0,0,0,0,0,0,0,0,0,0,MJ
POD|LCA EOL Material Processing:/1. All Materials EOL/Conventional,C3 RE Steel,7e369fe2-3bce-365f-8799-f82e4ce73ab4,,UNIT_PROCESS,"Modified Ecoinvent 2.2 data by LTS for DATASMART. Processes updated with US energy. For more details, see Long Trail 
Sustainability (2018). DATASMART LCI Package Manual. https://ltsexperts.com/wp-content/uploads/2018/12/LTS-DATASMART-
LCI-Package-Manual_2018-3.pdf
Translated name: Eisenschrott, ab Werk
Included processes: Collecting of new and old iron scrap, transport to scrap-yard, sorting and pressing to blocks.
Remark: Data based on assumptions.;Geography: Data relate to plants in the EU
Technology: Assumed technology of medium sized plant.
Version: 2.2
Energy values: Undefined
Production volume: unknown
Local category: Metalle
Local subcategory: Gewinnung
Source file: 01101.XML

Record: Data entry by: Hans-Jörg Althaus
Telephone: 0041 44 823 44 94;E-mail: empa@ecoinvent.org;Company: EMPA;Country: CH

Generator: Generator/publicator: Hans-Jörg Althaus
Telephone: 0041 44 823 44 94;E-mail: empa@ecoinvent.org;Company: EMPA;Country: CH",1.0,kg,0.024856146761197795,5.2223252105483114e-05,7.037013861815085e-06,1.5959931081040996e-10,0.0015118810121059736,0.3115655121926184,0.024116721990002934,2.4685263046764436e-05,1.7154546648246445e-07,0.004720528614748189,9.679904412862596e-06,8.35566847426938e-07,8.81865583064568e-11,0.00022224529083096742,0.07322252893748336,0.004400577916042095,1.0885637418443411e-05,5.0341866172232846e-08,0.036000000000000004,MJ,0.00894012269457217,9.52819528805666e-06,4.292394929691373e-06,1.9137326654824183e-11,0.00029201363646739857,0.10807268910414253,0.008856922242455679,2.5220684339495185e-06,4.702169484711276e-08,0.1000001170944,MJ,0,0,0,0,0,0,0,0,0,0,MJ
POD|LCA EOL Material Processing:/1. All Materials EOL/Wood/Recycle,C3- Chipping for recycle,106c4e12-bc60-3db1-955d-e8d2e7b1c710,,UNIT_PROCESS,,1.0,m3,3.1198344395871676,0.006564089020762268,0.0003919620565396526,4.2162025034647395e-08,0.10677435128839464,35.047782804402225,2.9377369667161704,0.005835826050951068,6.727566104951922e-05,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
POD|LCA EOL Waste treatments:/1. All Materials EOL/Plastics,C4 IN PE,a61896ff-3f5f-3626-b4d8-0bde87885667,,UNIT_PROCESS,"Modified Ecoinvent 2.2 data by LTS for DATASMART. Processes updated with US energy. For more details, see Long Trail 
Sustainability (2018). DATASMART LCI Package Manual. https://ltsexperts.com/wp-content/uploads/2018/12/LTS-DATASMART-
LCI-Package-Manual_2018-3.pdf
Translated name: Entsorgung, Polyethylen, 0.4% Wasser, in Kehrichtverbrennung
Included processes: waste-specific air and water emisions from incineration, auxiliary material consumption for flue gas cleaning. Short-term emissions to river water and long-term emisisons to ground water from slag compartment (from bottom slag) and residual material landfill (from solidified fly ashes and scrubber slugde). Process energy demands for MSWI.
Remark: Inventoried waste contains 100% PE;.
waste composition (wet, in ppm): upper heating value 42.82 MJ/kg;lower heating value 42.47 MJ/kg;H2O 4000;O 38435;H 122490;C 822050;S 426.9;N 1297.2;P n.a.;B n.a.;Cl 1461.5;Br 9.5896;F 14.384;I n.a.;Ag n.a.;As 1.822;Ba 239.74;Cd 33.946;Co 1.6782;Cr 12.466;Cu 41.367;Hg 0.047948;Mn 30.047;Mo n.a.;Ni 0.95896;Pb 22.596;Sb 10.069;Se 2.0138;Sn 3.814;V 2205.6;Zn 342.01;Be 0.47948;Sc n.a.;Sr 84.868;Ti 958.96;Tl 0.38358;W n.a.;Si n.a.;Fe 1534.3;Ca 2589.2;Al 191.79;K n.a.;Mg 95.896;Na 1405.4;
Share of carbon in waste that is biogenic 0%.
Share of iron in waste that is metallic/recyclable 0%. 
Net energy produced in MSWI: 5MJ/kg waste electric energy and 10.02MJ/kg waste thermal energy
Allocation of energy production: no substitution or expansion. Total burden allocated to waste disposal function of MSWI.
One kg of this waste produces 0.01917 kg of slag and 0.005762 kg of residues, which are landfilled. Additional solidification with 0.002305 kg of cement.
CAS number: 009002-88-4;Formula: (CH2-CH2)n;Geography: Specific to the technology mix encountered in Switzerland in 2000. Well applicable to modern incineration practices in Europe, North America or Japan.
Technology: average Swiss MSWI plants in 2000 with electrostatic precipitator for fly ash (ESP), wet flue gas scrubber and 29.4%  SNCR , 32.2%  SCR-high dust , 24.6%  SCR-low dust -DeNOx facilities and 13.8% without Denox  (by burnt waste, according to Swiss average). Share of waste incinerated in plants with magnetic scrap separation from slag : 50%. Gross electric efficiency technology mix 12.997% and Gross thermal efficiency technology mix 25.57% 
Time period: Waste composition as given in literature reference, theoretical data or other source. Transfer coefficients for modern Swiss MSWI. Emission speciation based on early 90ies data.
Version: 2.2
Synonyms: PE
Energy values: Undefined
Local category: Entsorgungssysteme
Local subcategory: Kehrichtverbrennung
Source file: 02114.XML

Record: Data entry by: Roland Hischier
Telephone: 0041 71 274 78 47;E-mail: empa@ecoinvent.org;Company: EMPA;Country: CH

Generator: Generator/publicator: Gabor Doka
Telephone: 0041 44 463 16 08;E-mail: doka@ecoinvent.org;Company: DOKA;Country: CH",-1.0,kg,2.9963743360400654,7.757931067889744e-05,0.001377030831170701,2.950190301722202e-10,0.002360040088383577,0.15733583701505505,2.994347045919165,1.904665826689865e-05,5.633744271516473e-06,0,0,0,0,0,0,0,0,0,0,N/A,0.00040073668034256674,5.381284670963837e-07,3.3091033372047406e-08,4.1466668032357824e-14,1.7124319878205288e-05,0.006714493798750344,0.00036764017307450755,1.176206180910523e-06,6.112399116230915e-10,0.006379552118896,MJ,0,0,0,0,0,0,0,0,0,0,MJ
POD|LCA EOL Waste treatments:/1. All Materials EOL/Plastics,C4 IN PP,95181722-5df4-3f19-b536-d60db870d47d,,UNIT_PROCESS,"Modified Ecoinvent 2.2 data by LTS for DATASMART. Processes updated with US energy. For more details, see Long Trail 
Sustainability (2018). DATASMART LCI Package Manual. https://ltsexperts.com/wp-content/uploads/2018/12/LTS-DATASMART-
LCI-Package-Manual_2018-3.pdf
Translated name: Entsorgung, Polypropylen, 15.9% Wasser, in Kehrichtverbrennung
Included processes: waste-specific air and water emisions from incineration, auxiliary material consumption for flue gas cleaning. Short-term emissions to river water and long-term emisisons to ground water from slag compartment (from bottom slag) and residual material landfill (from solidified fly ashes and scrubber slugde). Process energy demands for MSWI.
Remark: Inventoried waste contains 100% PP;.
waste composition (wet, in ppm): upper heating value 36.16 MJ/kg;lower heating value 32.78 MJ/kg;H2O 159000;O 32454;H 103430;C 694120;S 360.46;N 1095.3;P n.a.;B n.a.;Cl 1234.1;Br 8.0972;F 12.146;I n.a.;Ag n.a.;As 1.5385;Ba 202.43;Cd 28.663;Co 1.417;Cr 10.526;Cu 34.93;Hg 0.040486;Mn 25.371;Mo n.a.;Ni 0.80972;Pb 19.079;Sb 8.5021;Se 1.7004;Sn 3.2205;V 1862.4;Zn 288.78;Be 0.40486;Sc n.a.;Sr 71.661;Ti 809.72;Tl 0.32389;W n.a.;Si n.a.;Fe 1295.6;Ca 2186.3;Al 161.94;K n.a.;Mg 80.972;Na 1186.6;
Share of carbon in waste that is biogenic 0%.
Share of iron in waste that is metallic/recyclable 0%. 
Net energy produced in MSWI: 3.74MJ/kg waste electric energy and 7.54MJ/kg waste thermal energy
Allocation of energy production: no substitution or expansion. Total burden allocated to waste disposal function of MSWI.
One kg of this waste produces 0.01618 kg of slag and 0.004865 kg of residues, which are landfilled. Additional solidification with 0.001946 kg of cement.
CAS number: 009003-07-0;Formula: (CH2-CHCH3)n;Geography: Specific to the technology mix encountered in Switzerland in 2000. Well applicable to modern incineration practices in Europe, North America or Japan.
Technology: average Swiss MSWI plants in 2000 with electrostatic precipitator for fly ash (ESP), wet flue gas scrubber and 29.4%  SNCR , 32.2%  SCR-high dust , 24.6%  SCR-low dust -DeNOx facilities and 13.8% without Denox  (by burnt waste, according to Swiss average). Share of waste incinerated in plants with magnetic scrap separation from slag : 50%. Gross electric efficiency technology mix 12.997% and Gross thermal efficiency technology mix 25.57% 
Time period: Waste composition as given in literature reference, theoretical data or other source. Transfer coefficients for modern Swiss MSWI. Emission speciation based on early 90ies data.
Version: 2.2
Synonyms: PP
Energy values: Undefined
Local category: Entsorgungssysteme
Local subcategory: Kehrichtverbrennung
Source file: 02115.XML

Record: Data entry by: Roland Hischier
Telephone: 0041 71 274 78 47;E-mail: empa@ecoinvent.org;Company: EMPA;Country: CH

Generator: Generator/publicator: Gabor Doka
Telephone: 0041 44 463 16 08;E-mail: doka@ecoinvent.org;Company: DOKA;Country: CH",-1.0,kg,2.535348539524054,7.03594823408707e-05,0.0011616041598574544,2.538712071566693e-10,0.0021600727879267966,0.15005915587027352,2.533583519477885,1.7874318064938935e-05,4.768385533784333e-06,0,0,0,0,0,0,0,0,0,0,N/A,0.0003385534023583714,4.5462577392623424e-07,2.795621784879659e-08,3.5032185061811885e-14,1.4467097828138352e-05,0.005672589588599364,0.00031059256001121795,9.936914287002688e-07,5.163923391298499e-10,0.0053896216176879995,MJ,0,0,0,0,0,0,0,0,0,0,MJ
POD|LCA EOL Waste treatments:/1. All Materials EOL/Plastics,C4 IN PS,4bd56f8b-db5a-34b9-81f5-33e3e4a5b85c,,UNIT_PROCESS,"Modified Ecoinvent 2.2 data by LTS for DATASMART. Processes updated with US energy. For more details, see Long Trail 
Sustainability (2018). DATASMART LCI Package Manual. https://ltsexperts.com/wp-content/uploads/2018/12/LTS-DATASMART-
LCI-Package-Manual_2018-3.pdf
Translated name: Entsorgung, Polystyrol, 0.2% Wasser, in Kehrichtverbrennung
Included processes: waste-specific air and water emisions from incineration, auxiliary material consumption for flue gas cleaning. Short-term emissions to river water and long-term emisisons to ground water from slag compartment (from bottom slag) and residual material landfill (from solidified fly ashes and scrubber slugde). Process energy demands for MSWI.
Remark: Inventoried waste contains 100% PS;.
waste composition (wet, in ppm): upper heating value 38.88 MJ/kg;lower heating value 38.67 MJ/kg;H2O 2000;O 38852;H 78046;C 868490;S 678.75;N 1942.6;P n.a.;B n.a.;Cl 1132.1;Br 882.12;F 14.25;I n.a.;Ag n.a.;As 1.8418;Ba 180.79;Cd 23.336;Co 30.622;Cr 39.613;Cu 107.56;Hg 0.82311;Mn 77.469;Mo n.a.;Ni 19.968;Pb 14.935;Sb 41.65;Se 2.0357;Sn 25.403;V 279.32;Zn 834.61;Be 0.48468;Sc n.a.;Sr 85.789;Ti 969.36;Tl 0.38774;W n.a.;Si n.a.;Fe 3611.5;Ca n.a.;Al 193.87;K n.a.;Mg n.a.;Na 1420.6;
Share of carbon in waste that is biogenic 0%.
Share of iron in waste that is metallic/recyclable 0%. 
Net energy produced in MSWI: 4.51MJ/kg waste electric energy and 9.05MJ/kg waste thermal energy
Allocation of energy production: no substitution or expansion. Total burden allocated to waste disposal function of MSWI.
One kg of this waste produces 0.01649 kg of slag and 0.007036 kg of residues, which are landfilled. Additional solidification with 0.002814 kg of cement.
CAS number: 009003-53-6;Formula: (CH2-CH-C6H5)n;Geography: Specific to the technology mix encountered in Switzerland in 2000. Well applicable to modern incineration practices in Europe, North America or Japan.
Technology: average Swiss MSWI plants in 2000 with electrostatic precipitator for fly ash (ESP), wet flue gas scrubber and 29.4%  SNCR , 32.2%  SCR-high dust , 24.6%  SCR-low dust -DeNOx facilities and 13.8% without Denox  (by burnt waste, according to Swiss average). Share of waste incinerated in plants with magnetic scrap separation from slag : 50%. Gross electric efficiency technology mix 12.997% and Gross thermal efficiency technology mix 25.57% 
Time period: Waste composition as given in literature reference, theoretical data or other source. Transfer coefficients for modern Swiss MSWI. Emission speciation based on early 90ies data.
Version: 2.2
Synonyms: PS
Energy values: Undefined
Local category: Entsorgungssysteme
Local subcategory: Kehrichtverbrennung
Source file: 02116.XML

Record: Data entry by: Roland Hischier
Telephone: 0041 71 274 78 47;E-mail: empa@ecoinvent.org;Company: EMPA;Country: CH

Generator: Generator/publicator: Gabor Doka
Telephone: 0041 44 463 16 08;E-mail: doka@ecoinvent.org;Company: DOKA;Country: CH",-1.0,kg,3.167427597626634,9.371516752722044e-05,0.0014592068944349985,2.732637989099309e-10,0.0028757471301932925,0.15978733751957522,3.1646784237374415,1.9171687355891026e-05,8.344931104044418e-06,0,0,0,0,0,0,0,0,0,0,N/A,0.0006004769065948111,8.063492390973499e-07,4.958468323460001e-08,6.213500727104817e-14,2.5659639190538443e-05,0.010061216413174387,0.0005508840210959637,1.7624656880101251e-06,9.159018111468244e-10,0.009559328880352,MJ,0,0,0,0,0,0,0,0,0,0,MJ
POD|LCA EOL Waste treatments:/1. All Materials EOL/Plastics,C4 IN PVC,073118b2-be47-3002-bb97-a56e7b587dad,,UNIT_PROCESS,"Modified Ecoinvent 2.2 data by LTS for DATASMART. Processes updated with US energy. For more details, see Long Trail 
Sustainability (2018). DATASMART LCI Package Manual. https://ltsexperts.com/wp-content/uploads/2018/12/LTS-DATASMART-
LCI-Package-Manual_2018-3.pdf
Translated name: Entsorgung, Polyvinylchlorid, 0.2% Wasser, in Kehrichtverbrennung
Included processes: waste-specific air and water emisions from incineration, auxiliary material consumption for flue gas cleaning. Short-term emissions to river water and long-term emisisons to ground water from slag compartment (from bottom slag) and residual material landfill (from solidified fly ashes and scrubber slugde). Process energy demands for MSWI.
Remark: Inventoried waste contains 100% PVC;.
waste composition (wet, in ppm): upper heating value 21.67 MJ/kg;lower heating value 21.51 MJ/kg;H2O 2000;O 16911;H 54921;C 440610;S 1057;N 1057;P n.a.;B n.a.;Cl 475290;Br 73.839;F 15.506;I n.a.;Ag n.a.;As 2.0042;Ba 196.73;Cd 2.7546;Co 33.322;Cr 43.106;Cu 28.223;Hg 0.89569;Mn 84.301;Mo n.a.;Ni 21.729;Pb 16.002;Sb 45.323;Se 2.2152;Sn 391.41;V 303.95;Zn 59.775;Be 0.52742;Sc n.a.;Sr 93.353;Ti 1054.8;Tl 0.42194;W n.a.;Si n.a.;Fe 3930;Ca n.a.;Al 210.97;K n.a.;Mg n.a.;Na 1545.9;
Share of carbon in waste that is biogenic 0%.
Share of iron in waste that is metallic/recyclable 0%. 
Net energy produced in MSWI: 2.28MJ/kg waste electric energy and 4.66MJ/kg waste thermal energy
Allocation of energy production: no substitution or expansion. Total burden allocated to waste disposal function of MSWI.
One kg of this waste produces 0.04839 kg of slag and 0.01377 kg of residues, which are landfilled. Additional solidification with 0.005508 kg of cement.
CAS number: 009002-86-2;Formula: (CH2-CHCl)n;Geography: Specific to the technology mix encountered in Switzerland in 2000. Well applicable to modern incineration practices in Europe, North America or Japan.
Technology: average Swiss MSWI plants in 2000 with electrostatic precipitator for fly ash (ESP), wet flue gas scrubber and 29.4%  SNCR , 32.2%  SCR-high dust , 24.6%  SCR-low dust -DeNOx facilities and 13.8% without Denox  (by burnt waste, according to Swiss average). Share of waste incinerated in plants with magnetic scrap separation from slag : 50%. Gross electric efficiency technology mix 12.997% and Gross thermal efficiency technology mix 25.57% 
Time period: Waste composition as given in literature reference, theoretical data or other source. Transfer coefficients for modern Swiss MSWI. Emission speciation based on early 90ies data.
Version: 2.2
Synonyms: PVC
Energy values: Undefined
Local category: Entsorgungssysteme
Local subcategory: Kehrichtverbrennung
Source file: 02118.XML

Record: Data entry by: Roland Hischier
Telephone: 0041 71 274 78 47;E-mail: empa@ecoinvent.org;Company: EMPA;Country: CH

Generator: Generator/publicator: Gabor Doka
Telephone: 0041 44 463 16 08;E-mail: doka@ecoinvent.org;Company: DOKA;Country: CH",-1.0,kg,2.259723226896892,0.002611888481143361,0.0008423098835480185,6.610933281716117e-08,0.038753515002466994,8.219717821538277,2.2171237665489723,0.0012738717773447526,2.5352059559793255e-05,0,0,0,0,0,0,0,0,0,0,N/A,0.000326619237896762,4.386000045299515e-07,2.6970748202921618e-08,3.3797284289686286e-14,1.3957125919540225e-05,0.005472628174530017,0.00029964402821119657,9.58663344942744e-07,4.981892696614448e-10,0.00519963495584,MJ,0,0,0,0,0,0,0,0,0,0,MJ
POD|LCA EOL Waste treatments:/1. All Materials EOL/Plastics,C4 IN Unspecified Plastics,b733028d-9420-35bd-a9c7-d2e8f5e61c8b,,UNIT_PROCESS,"Modified Ecoinvent 2.2 data by LTS for DATASMART. Processes updated with US energy. For more details, see Long Trail 
Sustainability (2018). DATASMART LCI Package Manual. https://ltsexperts.com/wp-content/uploads/2018/12/LTS-DATASMART-
LCI-Package-Manual_2018-3.pdf
Translated name: Entsorgung, Kunststoffe, Mischung, 15.3% Wasser, in Kehrichtverbrennung
Included processes: waste-specific air and water emisions from incineration, auxiliary material consumption for flue gas cleaning. Short-term emissions to river water and long-term emisisons to ground water from slag compartment (from bottom slag) and residual material landfill (from solidified fly ashes and scrubber slugde). Process energy demands for MSWI.
Remark: Inventoried waste contains 100% Mixed various plastics;.
waste composition (wet, in ppm): upper heating value 34.05 MJ/kg;lower heating value 30.79 MJ/kg;H2O 153000;O 73717;H 105910;C 633590;S 1406.7;N 6112;P n.a.;B n.a.;Cl 18131;Br 65.319;F 13.717;I n.a.;Ag n.a.;As 1.7729;Ba 174.03;Cd 75.786;Co 29.478;Cr 38.132;Cu 296.41;Hg 0.79234;Mn 74.574;Mo n.a.;Ni 19.222;Pb 435.81;Sb 40.093;Se 1.9596;Sn 24.453;V 268.88;Zn 521.69;Be 0.46656;Sc n.a.;Sr 82.582;Ti 933.13;Tl 0.37325;W n.a.;Si n.a.;Fe 3476.5;Ca n.a.;Al 186.63;K n.a.;Mg n.a.;Na 1367.5;
Share of carbon in waste that is biogenic 0%.
Share of iron in waste that is metallic/recyclable 0%. 
Net energy produced in MSWI: 3.48MJ/kg waste electric energy and 7.03MJ/kg waste thermal energy
Allocation of energy production: no substitution or expansion. Total burden allocated to waste disposal function of MSWI.
One kg of this waste produces 0.01693 kg of slag and 0.006594 kg of residues, which are landfilled. Additional solidification with 0.002638 kg of cement.;Geography: Specific to the technology mix encountered in Switzerland in 2000. Well applicable to modern incineration practices in Europe, North America or Japan.
Technology: average Swiss MSWI plants in 2000 with electrostatic precipitator for fly ash (ESP), wet flue gas scrubber and 29.4%  SNCR , 32.2%  SCR-high dust , 24.6%  SCR-low dust -DeNOx facilities and 13.8% without Denox  (by burnt waste, according to Swiss average). Share of waste incinerated in plants with magnetic scrap separation from slag : 50%. Gross electric efficiency technology mix 12.997% and Gross thermal efficiency technology mix 25.57% 
Time period: Waste composition as given in literature reference, theoretical data or other source. Transfer coefficients for modern Swiss MSWI. Emission speciation based on early 90ies data.
Version: 2.2
Energy values: Undefined
Local category: Entsorgungssysteme
Local subcategory: Kehrichtverbrennung
Source file: 02112.XML

Record: Data entry by: Roland Hischier
Telephone: 0041 71 274 78 47;E-mail: empa@ecoinvent.org;Company: EMPA;Country: CH

Generator: Generator/publicator: Gabor Doka
Telephone: 0041 44 463 16 08;E-mail: doka@ecoinvent.org;Company: DOKA;Country: CH",-1.0,kg,2.3471010627967903,0.00029096618856309063,0.0011310305538082457,2.6710573761319686e-09,0.00756803501271078,0.47886173893461953,2.3380371071095825,7.061779714399269e-05,2.6709311491593916e-05,0,0,0,0,0,0,0,0,0,0,N/A,0.0018906228962870294,2.538819256990688e-06,1.561191386361492e-07,1.9563428021535338e-13,8.079028657272337e-05,0.03167809770256808,0.0017344779325301984,5.549185900533969e-06,2.883749426309557e-09,0.030097886955919997,MJ,0,0,0,0,0,0,0,0,0,0,MJ
POD|LCA EOL Waste treatments:/1. All Materials EOL/Wood,C4 IN Wood,a237ae10-ebd3-3224-8822-2d278c52a83d,,UNIT_PROCESS,"Modified Ecoinvent 2.2 data by LTS for DATASMART. Processes updated with US energy. For more details, see Long Trail 
Sustainability (2018). DATASMART LCI Package Manual. https://ltsexperts.com/wp-content/uploads/2018/12/LTS-DATASMART-
LCI-Package-Manual_2018-3.pdf
Translated name: Entsorgung, Holz unbehandelt, 20% Wasser, in Kehrichtverbrennung
Included processes: waste-specific air and water emisions from incineration, auxiliary material consumption for flue gas cleaning. Short-term emissions to river water and long-term emisisons to ground water from slag compartment (from bottom slag) and residual material landfill (from solidified fly ashes and scrubber slugde). Process energy demands for MSWI.
Remark: Inventoried waste contains 100% natural wood;.
waste composition (wet, in ppm): upper heating value 15.36 MJ/kg;lower heating value 13.99 MJ/kg;H2O 174080;O 372180;H 50163;C 401470;S 125.51;N 986.98;P 108.97;B 2.1107;Cl 330.95;Br n.a.;F 21.106;I n.a.;Ag n.a.;As 0.42213;Ba n.a.;Cd 0.20051;Co 0.086772;Cr 0.65782;Cu 4.1482;Hg 0.31976;Mn 53.118;Mo 0.8302;Ni 0.55581;Pb 27.868;Sb n.a.;Se n.a.;Sn n.a.;V n.a.;Zn 17.807;Be n.a.;Sc n.a.;Sr n.a.;Ti n.a.;Tl n.a.;W n.a.;Si n.a.;Fe 15.479;Ca 130.89;Al 6.3322;K 65.412;Mg 197.56;Na 14.071;
Share of carbon in waste that is biogenic 100%.
Share of iron in waste that is metallic/recyclable 0%. 
Net energy produced in MSWI: 1.3MJ/kg waste electric energy and 2.74MJ/kg waste thermal energy
Allocation of energy production: no substitution or expansion. Total burden allocated to waste disposal function of MSWI.
One kg of this waste produces 0.004126 kg of slag and 0.001698 kg of residues, which are landfilled. Additional solidification with 0.0006793 kg of cement.;Geography: Specific to the technology mix encountered in Switzerland in 2000. Well applicable to modern incineration practices in Europe, North America or Japan.
Technology: average Swiss MSWI plants in 2000 with electrostatic precipitator for fly ash (ESP), wet flue gas scrubber and 29.4%  SNCR , 32.2%  SCR-high dust , 24.6%  SCR-low dust -DeNOx facilities and 13.8% without Denox  (by burnt waste, according to Swiss average). Share of waste incinerated in plants with magnetic scrap separation from slag : 50%. Gross electric efficiency technology mix 12.997% and Gross thermal efficiency technology mix 25.57% 
Time period: Waste composition as given in literature reference, theoretical data or other source. Transfer coefficients for modern Swiss MSWI. Emission speciation based on early 90ies data.
Version: 2.2
Energy values: Undefined
Local category: Entsorgungssysteme
Local subcategory: Kehrichtverbrennung
Source file: 02130.XML

Record: Data entry by: Roland Hischier
Telephone: 0041 71 274 78 47;E-mail: empa@ecoinvent.org;Company: EMPA;Country: CH

Generator: Generator/publicator: Gabor Doka
Telephone: 0041 44 463 16 08;E-mail: doka@ecoinvent.org;Company: DOKA;Country: CH",-1.0,kg,0.047000579768723426,5.8928181541336606e-05,0.0006808998775808742,9.09120684313518e-11,0.0019325740615653904,0.1258818526828886,0.010817464035712251,1.3828522768057457e-05,0.00013507734002537179,0,0,0,0,0,0,0,0,0,0,N/A,0.0003052633646496665,4.0992231192607115e-07,2.5207276205039374e-08,3.1587461855369374e-14,1.3044544609416464e-05,0.005114802486195376,0.00028005191867431107,8.95981510850335e-07,4.6561535587589517e-10,0.004859658824111999,MJ,0,0,0,0,0,0,0,0,0,0,MJ
